Surname,Count,
jenudadina,1,
alim,1,
nuruzzama,1,
ibrahiya,1,
ahalada,1,
lalabu,1,
roani,1,
matalliba,1,
bimvi,1,
panni,1,
hammaja,1,
jhauli,1,
pamjiyata,1,
kasi,1,
chanarajotiya,1,
vosihana,1,
mahatoka,1,
ostra,1,
budhavota,1,
chanariya,1,
josila,1,
osihana,1,
yatiullaha,1,
parivam,1,
sikedra,1,
nigha,1,
`bibi,1,
prekha,1,
tamki,1,
agranari,1,
sulemmana,1,
amkajakumara,1,
rohitakumara,1,
ajitakumara,1,
chimku,1,
riyajava,1,
kataku,1,
nashurudina,1,
manamahamda,1,
razaulamustafa,1,
mehani,1,
nijamari,1,
murshidha,1,
tasadika,1,
aphahara,1,
utsaha,1,
pharmuda,1,
ksasska,1,
rasadi,1,
ritik,1,
tejabhula,1,
chunla,1,
payalakumari,1,
saiphunisha,1,
sarphauddina,1,
khusanasiba,1,
makatara,1,
shyamabira,1,
dhanamnajaya,1,
jayakarana,1,
prriyadashi,1,
darja,1,
pavem,1,
shashaya,1,
alinababa,1,
shhida,1,
sayarabanom,1,
tunnikumari,1,
lakshmanpasvana,1,
upemdara,1,
pramikla,1,
sayika,1,
mahedrakhashana,1,
ajamudana,1,
imara,1,
javimba,1,
obisi,1,
gasa,1,
gamasa,1,
badaruddoza,1,
narisha,1,
makka,1,
shayaalama,1,
phatijana,1,
bataruna,1,
sahanajata,1,
abhisa,1,
yammina,1,
pitarimandala,1,
shubhendra,1,
gulani,1,
jiprela,1,
sadhanakhatuna,1,
zaphphara,1,
taisina,1,
snaula,1,
kayyamudina,1,
dayakantajha,1,
bhavanidevi,1,
nathimga,1,
shyista,1,
muikarama,1,
ramzaina,1,
shasada,1,
ramanashekhara,1,
vatasodevi,1,
nathabala,1,
vasiradina,1,
moshadavaalama,1,
sharima,1,
maॉbaassaarani,1,
shahanbaja,1,
gulasashana,1,
ahanada,1,
abdusattara,1,
aburehana,1,
rizvai,1,
zebebena,1,
taklaluma,1,
voshi,1,
alphashani,1,
naddaba,1,
sarphaiddina,1,
ilakha,1,
jimhana,1,
jamashri,1,
mamsdala,1,
nimrala,1,
premaramjana,1,
sanehila,1,
ramayya,1,
nikhileshakumara,1,
kakakshada,1,
varula,1,
adamata,1,
ranurani,1,
raiyajula,1,
masaguta,1,
asaphala,1,
sidaratula,1,
sabugata,1,
tueti,1,
zamiya,1,
risanata,1,
riyajakham,1,
manasarapura,1,
trikamla,1,
kaisaraujjama,1,
phakarujjama,1,
kasihujjema,1,
najamujajama,1,
munijamaudina,1,
vunni,1,
tayora,1,
utivana,1,
guljadi,1,
asarada,1,
hirajana,1,
chiliyam,1,
salamuda,1,
sambha,1,
angustara,1,
geyara,1,
rudijiya,1,
busiya,1,
mossarata,1,
mujaila,1,
pavela,1,
nakaba,1,
sehala,1,
gulbasa,1,
noraka,1,
jalivaksa,1,
asaremullaha,1,
avrriti,1,
bisavaha,1,
bota,1,
aliabasa,1,
tulsathana,1,
samadano,1,
visamillaha,1,
khujava,1,
uali,1,
hajalo,1,
ma.nda.cla,1,
savvo,1,
ashavari,1,
shaha.nba,1,
imtekhara,1,
jokhina,1,
jasauddina,1,
rasamati,1,
meguraha,1,
khsuna,1,
shahabudradina,1,
serunnisa,1,
sanaraja,1,
bakarama,1,
kojana,1,
arura,1,
ishavera,1,
svetakushavaha,1,
charkavarti,1,
japhani,1,
paili,1,
zulfekara,1,
hasanapura,1,
julbaira,1,
musnaka,1,
mogira,1,
suto,1,
quraisha,1,
shambaza,1,
upadhyaha,1,
sahajo,1,
bagavaim,1,
rageshri,1,
pamgiyara,1,
shimima,1,
vaijarrahamana,1,
amirunnisha,1,
ramjiya,1,
dinavaja,1,
sharajina,1,
champaka,1,
shevaja,1,
ge,1,
daka,1,
shanhavaja,1,
siddyaki,1,
jibarehila,1,
aniruda,1,
krrilashe,1,
shavitri,1,
ashavahana,1,
anadreja,1,
balasamana,1,
alekjemdara,1,
marakosa,1,
piju,1,
phauyobi,1,
matthu,1,
priyashri,1,
preyasi,1,
sarava,1,
nurasabava,1,
duphevi,1,
bagavaiya,1,
snehasumana,1,
najamu,1,
sahasta,1,
kaunayana,1,
mussarrata,1,
avda,1,
badakhasham,1,
shahabiya,1,
bavakali,1,
khatau,1,
ramapraveshayadava,1,
niroga,1,
bagabaiya,1,
vagarvaya,1,
krrishnamda,1,
paramakala,1,
premakamta,1,
tausipa,1,
uajale,1,
marami,1,
kashila,1,
jullekha,1,
somashekhara,1,
mahashrrrishi,1,
valisthara,1,
tarulata,1,
samjala,1,
mohauli,1,
bausaphoda,1,
vausapha,1,
afesa,1,
rajaphira,1,
gaje,1,
abasa|,1,
muraturja,1,
lalabuchchi,1,
istakharula,1,
mukhabatiya,1,
shivaprakasha,1,
pujjama,1,
balana,1,
jyaulla,1,
mupharana,1,
tabassumabanu,1,
abadulanana,1,
gonoga,1,
sadannisa,1,
husanata,1,
lajami,1,
patati,1,
zikarulha,1,
majhii,1,
kubasuma,1,
udisa,1,
kalamahusaina,1,
ma.dara,1,
brajakishorakumara,1,
pathrahi,1,
ababula,1,
zikarulalaha,1,
muaviza,1,
raphuni,1,
laikujma,1,
arasejaha.n,1,
soharabi,1,
faiiyaja,1,
aphlala,1,
aftana,1,
umora,1,
muktada,1,
premaji,1,
ashvanikumara,1,
pabhuji,1,
aphajaha.n,1,
barakatuna,1,
varamaki,1,
varavala,1,
basa.cphora,1,
amsasi,1,
jhamalala,1,
muslim,1,
avadesha,1,
rabima,1,
nahuphta,1,
matherani,1,
abidullaha,1,
mahamadha,1,
pamku.di,1,
gaunaura,1,
nazare,1,
mahashaira,1,
rahanakhatuna,1,
minqada,1,
,1,
kasamadajanisa,1,
rakhana,1,
raphaatabano,1,
abujera,1,
amamara,1,
saibana,1,
kamarejaham,1,
shimapalakumari,1,
saॉphti,1,
kamyaba,1,
gayasadadina,1,
ditasada,1,
ronakaparavina,1,
badda,1,
khisariya,1,
mohaddisa,1,
chabila,1,
arhama,1,
mauashira,1,
phirdusa,1,
tamasuma,1,
nukahana,1,
yahabiba,1,
subakatara,1,
asula,1,
sanasarina,1,
elsamma,1,
yakupa,1,
janalibha,1,
hasabunnasa,1,
shahajara.n,1,
dujhara,1,
samarunnisha,1,
tamasara,1,
tahannuma,1,
shrinu,1,
tarantuma,1,
hasanaali,1,
nejasudina,1,
divyendra,1,
rajavendra,1,
ajaratullaha,1,
muyataja,1,
svorula,1,
lakhavimdara,1,
isakulana,1,
raphataara,1,
sammopravina,1,
ramiana,1,
khushamuha,1,
masliuddina,1,
dilashara,1,
jadapha,1,
larahobegama,1,
vidhasharana,1,
saijullaha,1,
chakradhara,1,
moskeambara,1,
moejajula,1,
parakina,1,
phulajhara,1,
subhagani,1,
arasadaamsari,1,
mohamadailayasa,1,
sitama.dhi,1,
manatura,1,
hanayatullaha,1,
tarabibi,1,
atikudajjama.n,1,
meza,1,
aravideva,1,
pharidha,1,
rubaitha,1,
sudarshini,1,
fikaila,1,
monhaja,1,
ebraja,1,
jakiriya,1,
khairudadina,1,
lale,1,
msleudina,1,
purabina,1,
moishalama,1,
ikhlaqa,1,
bahurara,1,
samanasrina,1,
shamasuzjamana,1,
amanatulala,1,
mojunaida,1,
momasaleudina,1,
ramgrekja,1,
amanuulla,1,
manauira,1,
pathakaina,1,
bhagmanpu,1,
devipasavana,1,
mamjurarahamana,1,
yorphana,1,
gulaphishana,1,
jafare,1,
kunasuma,1,
nidhirani,1,
jivarina,1,
basantalala,1,
satyanarayanaji,1,
sanapharaga,1,
rachauhana,1,
vasakinatha,1,
hakra,1,
maghuvala,1,
mohasahida,1,
sahibi,1,
niyamuna,1,
sili,1,
muskanakatuna,1,
surividevi,1,
omaisa,1,
sahalaina,1,
bhomla,1,
pharutma,1,
pherullaha,1,
mahamudallaha,1,
nadana,1,
vakilanarayana,1,
janesula,1,
nathaka,1,
hasanagira,1,
alaladadina,1,
khushasa,1,
ebrara,1,
mogulajara,1,
sabanuri,1,
shulevana,1,
jinali,1,
jayajaya,1,
hamidaraina,1,
minnanullaha,1,
ishteyakha,1,
siyadulari,1,
apharomja,1,
raushanajaha,1,
siechaemaakila,1,
phehima,1,
badhani,1,
mustak,1,
javaiza,1,
sahanenaja,1,
tauvashina,1,
naatajabi,1,
ujada,1,
gajimula,1,
shoyaiva,1,
la.dadana,1,
ramamilani,1,
rauphata,1,
bili,1,
kabiruzzama,1,
chandramadhava,1,
hastakima,1,
aphatari,1,
valakesha,1,
anuthe,1,
muoslima,1,
jaitunnisa,1,
husnu,1,
salihujjama,1,
pravinana,1,
rumina,1,
sahanasu,1,
asanu,1,
mahemsariya,1,
mahenasariya,1,
mashiuddina,1,
sarakari,1,
shekhamobaraka,1,
shahamannisha,1,
hayala,1,
najabha,1,
mujiburarahmana,1,
rabbajanura,1,
surakharava,1,
ramakuvara,1,
naddipha,1,
yoakkara,1,
monirale,1,
mobahauddina,1,
inajeyama,1,
moreja,1,
mohanajira,1,
shadullaha,1,
gulaveza,1,
devemdralala,1,
homaida,1,
merajuddhuna,1,
jonu,1,
mujaisima,1,
kisamatuna,1,
niralu,1,
mohaebarara,1,
phatiha,1,
sagarama,1,
jasalamina,1,
saunelala,1,
shammbhavi,1,
qyuma,1,
ejamja,1,
vishavasadevi,1,
saphiudhina,1,
sunakiya,1,
jalalaudadina,1,
parashada,1,
sahebajade,1,
mojasara,1,
kayamaddina,1,
kalamala,1,
kalparaja,1,
.sahani,1,
paiyadarshi,1,
ramasiyasana,1,
sreshshahaja,1,
premamkura,1,
premakita,1,
pratula,1,
shasmina,1,
imamavamdi,1,
khairaudina,1,
rahamadulla,1,
shabvira,1,
idasisa,1,
bajaramgabali,1,
ganinatha,1,
manonita,1,
aishvanita,1,
majaha.n,1,
manajina,1,
tanamaya,1,
rajashi,1,
niyamatulaha,1,
mutalipha,1,
movsisyana,1,
aushija,1,
shahavadhina,1,
merajauddhina,1,
yunula,1,
naiyada,1,
indabhushana,1,
muztaba,1,
shatrujita,1,
shramgarika,1,
branita,1,
rajabudina,1,
haikala,1,
yugapurusha,1,
saubanapharuki,1,
irmama,1,
nasarrana,1,
mujaphpharabahauddina,1,
kudubu,1,
halahara,1,
jamirauddhina,1,
lovli,1,
netra,1,
hemanshu,1,
mamjidevi,1,
brijamohana,1,
reva,1,
satyana,1,
shrishita,1,
jalamkha,1,
sanehosa,1,
movesa,1,
rahamatunnisa,1,
nanisa,1,
shetti,1,
shevana,1,
srrivastaya,1,
ashadujjama,1,
ananjaya,1,
mathyu,1,
salvi,1,
partavani,1,
chaॉdala,1,
simddhiki,1,
ahamuddina,1,
aara,1,
raghupati,1,
paddhara,1,
priyeka,1,
jinanata,1,
amabashatha,1,
chimtamanidevi,1,
parachana,1,
raॉbinsa,1,
sikhanata,1,
aizazula,1,
kamarunanisa,1,
somhila,1,
nathasiha,1,
kaladivi,1,
prabhashamkara,1,
krrityavira,1,
gumjiyala,1,
devamanisha,1,
shiprabala,1,
chutuna,1,
amitaba,1,
selesa,1,
yashamima,1,
shashimramjana,1,
jayamamta,1,
brahamananda,1,
ashaphunisa,1,
vrajabhushna,1,
shrivastama,1,
isbala,1,
sundama,1,
ssipara,1,
satyaya,1,
kpasvana,1,
chudahari,1,
kumudaramjana,1,
patheshvara,1,
shainika,1,
bidu,1,
alamkita,1,
bashala,1,
varmi,1,
makhhara,1,
samjima,1,
mahajamina,1,
shamasurata,1,
kudisiya,1,
kastina,1,
chimpu,1,
ansiyara,1,
vinodativari,1,
eke,1,
shubhasha,1,
debbara,1,
sushamarani,1,
sigesvarachaudhari,1,
lalabhagata,1,
rehayana,1,
bachchna,1,
rajza,1,
bidha,1,
mukuna,1,
pradarshani,1,
nandapriya,1,
savudvina,1,
mchamda,1,
mugaphura,1,
jainyula,1,
nanadalala,1,
shibukanta,1,
kendra,1,
juramana,1,
sakandri,1,
vetarave,1,
rapate,1,
satyaketu,1,
shekalika,1,
abhayachamda,1,
girijanamda,1,
hasamila,1,
phaijanaali,1,
kaushalyadevi,1,
amkila,1,
jainsi,1,
shamrina,1,
jerulahasana,1,
tatmashi,1,
ikaramaudina,1,
evarana,1,
shashudina,1,
jasomudina,1,
jillsni,1,
koshima,1,
rajbudina,1,
japeda,1,
mustaphakima,1,
senabira,1,
ishahatem,1,
mohammadarahamudina,1,
matasva,1,
chitraralekha,1,
sabaya,1,
ridama,1,
chaturvedardi,1,
nilambuja,1,
rarapamdita,1,
sashihujjama,1,
naushadsa,1,
ishatyaqa,1,
hasamuddhina,1,
bipemdra,1,
vikramakumara,1,
sahalanabbasuma,1,
daakabara,1,
shabhi,1,
mahamsha,1,
vishasha,1,
chamchalapriya,1,
shraddhanamda,1,
ginnirani,1,
devikaushalya,1,
khusimda,1,
chandraketa,1,
audhari,1,
digavijaya,1,
banapula,1,
ishtayaqa,1,
shamashadaalama,1,
samasuuddina,1,
ramasohaga,1,
chaubu,1,
suman,1,
shakhila,1,
manindra,1,
satyartho,1,
prerina,1,
kamarujana,1,
juham,1,
najirunnisa,1,
rahimulaha,1,
balindra,1,
bhisama,1,
bha.n.da,1,
sahirana,1,
meghari,1,
saivanu,1,
vaidahi,1,
trivadi,1,
nainaha,1,
salimala,1,
kesaridevi,1,
akhaleshadasa,1,
vatidevi,1,
ranaka,1,
chauderya,1,
nirmadevi,1,
harisaha,1,
ramaishvararaya,1,
yugeshvarabhagata,1,
ishvarabhagata,1,
vimdeshvarachaudhari,1,
pradita,1,
shuvala,1,
maikula,1,
darshanavagdevi,1,
vashidhara,1,
brayana,1,
sheqa,1,
laksmana,1,
vimalidevi,1,
sadaruzzama.n,1,
araya,1,
chuza,1,
devaananda,1,
sarapudina,1,
raminidevi,1,
narayan|,1,
maitunisha,1,
isarilala,1,
rshaya,1,
kumaralala,1,
ajimeri,1,
tiwari,1,
malalaha,1,
shyamavatidevi,1,
sijjukumari,1,
kunhara,1,
kumarasi,1,
rmarya,1,
kantananda,1,
shamtananda,1,
kavindra,1,
anitaraja,1,
balmita,1,
`chaube,1,
`vishvakarma,1,
biuti,1,
bharrava,1,
aphidi,1,
bhushara,1,
kesharira,1,
dhanisha,1,
pandoya,1,
sihaha,1,
ghuravigarama,1,
shamahayata,1,
to‌fa,1,
svechchacha,1,
mitesha,1,
kamvura,1,
pal,1,
shakhi,1,
vamau,1,
daibi,1,
bhole,1,
kashaphudoja,1,
jinanara,1,
bhasuma,1,
jakaruddhina,1,
satyapakasha,1,
naumera,1,
phatamara,1,
bheja,1,
babano,1,
phtsamha,1,
manaduravaravara,1,
tileshvara,1,
vibhabala,1,
munaphphara,1,
tanuvirudina,1,
tonasana,1,
tarannumanaja,1,
isalamuhaka,1,
pharidudina,1,
isudina,1,
najibudina,1,
rinkala,1,
rishila,1,
chartuvaidi,1,
jayamtilala,1,
sebastiina,1,
kavitabaina,1,
keshalala,1,
bibira,1,
sushavaha,1,
vishvanatharama,1,
sumagalama,1,
rmorya,1,
pabhu,1,
kadai,1,
maurja,1,
rolji,1,
madheshvara,1,
chamdhari,1,
anusimi,1,
nijavauddhina,1,
hannasa,1,
bijalani,1,
auraishi,1,
chamdaila,1,
pallavama,1,
siaravila,1,
afroma,1,
rajasihiki,1,
kamuruddina,1,
suddhina,1,
anavariya,1,
palu,1,
sanado,1,
ryasudina,1,
kauraeshi,1,
pravvem,1,
pamchamalala,1,
abiralavatya,1,
moisamaila,1,
surajakumaraprasada,1,
praviya,1,
sahumera,1,
jasudvina,1,
j~nashikesha,1,
chaaudhari,1,
jpasvana,1,
saradhavati,1,
ganaiauri,1,
sauro,1,
aravanu,1,
imsalama,1,
byayuddina,1,
palikamta,1,
mashiruddina,1,
lakshaya,1,
dihyaali,1,
mohesamudvina,1,
alinyaja,1,
nematajahi,1,
nuza,1,
raghuvendradhari,1,
matemda,1,
mosahajada,1,
vasachadhava,1,
sharamista,1,
ajirjurahamana,1,
eyahasama,1,
shareparafadvina,1,
aphajala,,1
malakaetarunuma,1,
paidhi,1,
mohanifa,1,
jyuti,1,
pararavina,1,
banajasa,1,
samasaavareja,1,
badarunissa,1,
phulanesha,1,
vishamillaha,1,
jaharunaisha,1,
khana|,1,
tabassum,1,
snehama,1,
reyaju,1,
renajudvina,1,
hasbullaha,1,
asamiraja,1,
monidina,1,
shamashenura,1,
movanavira,1,
moiphila,1,
kulluma,1,
moreyana,1,
hifjurahayana,1,
ramiba,1,
apharim,1,
varnaji,1,
vim.da,1,
paravakara,1,
rishikamta,1,
tusagha,1,
risiddeva,1,
jumauddina,1,
sharvana,1,
thukhara,1,
rakhiraja,1,
malsika,1,
balua,1,
tudhadhu,1,
nasham,1,
suryashavanam,1,
yashsevani,1,
jeguma,1,
jumasalli,1,
k?yamauddina,1,
vahuri,1,
rajaguru,1,
kumakri,1,
masikurrahamana,1,
bhullo,1,
kudhusa,1,
haripuramadi,1,
'husaina,1,
rashinakhatuna,1,
radhamati,1,
shrivasava,1,
sabhamuni,1,
mairya,1,
saphiunallaha,1,
tasaruphana,1,
abdulha,1,
baicha,1,
priyavarshi,1,
shailapriya,1,
mutihara,1,
yaudava,1,
navareja,1,
munsari,1,
rabuna,1,
phuko,1,
mojhaira,1,
lakaru,1,
gulagara,1,
dhudu,1,
mereya,1,
hamda,1,
bahradara,1,
vasaradara,1,
mue,1,
bharadara,1,
unataja,1,
navaratana,1,
kumarapuri,1,
kurriya,1,
rihi,1,
batha,1,
ranesha,1,
saveniya,1,
bhashyu,1,
samaudina,1,
asalo,1,
khusheda,1,
avaratumna,1,
drakhsham,1,
surom,1,
tmmanna,1,
mahanigara,1,
cheguri,1,
vikratam,1,
sataru,1,
kisheri,1,
devoshri,1,
tuddri,1,
hemabrana,1,
nejamodina,1,
jaldo,1,
minajauddina,1,
misavahauddina,1,
khabirana,1,
basiralala,1,
roshnatara,1,
z,1,
sabarunisa,1,
parudasa,1,
raibena,1,
rebana,1,
jhabaru,1,
eila,1,
kishorasharma,1,
phiza,1,
ujjaya,1,
imamamna,1,
porasa,1,
gulaphada,1,
maheshshvari,1,
bhuda,1,
dumgara,1,
sarofa,1,
nalavade,1,
moladdu,1,
shahamuna,1,
nikhilachamdra,1,
aburana,1,
masatakima,1,
malahi,1,
ritvika,1,
sbarnakara,1,
rouata,1,
prayaka,1,
abbaru,1,
tuddusha,1,
phulajahau,1,
madilbara,1,
rahiniya,1,
jalaudiina,1,
ramalakshamana,1,
ojasamani,1,
rishiba,1,
kisho,1,
anushila,1,
piro,1,
mamtazira,1,
ramjamna,1,
klumri,1,
ramyasudina,1,
majilana,1,
sorenge,1,
kehassa,1,
shahajamha.n,1,
namrita,1,
nuriddina,1,
memataja,1,
nehajula,1,
bhalami,1,
arachana,1,
parnina,1,
maumtaza,1,
jagula,1,
muramuma,1,
sudadi,1,
amaraudadina,1,
musairu,1,
rishisdeva,1,
alakata,1,
jahuda,1,
pihi,1,
khalala,1,
yadavavindu,1,
muntarija,1,
saga.n,1,
jaqhena,1,
manajoya,1,
bakaruda,1,
ishtikhara,1,
kumaraba,1,
mintana,1,
maslama,1,
"""khaituna",1,
gulasahna,1,
kartikakumara,1,
baunu,1,
sipata,1,
mukhiaya,1,
momataba,1,
balamrashideva,1,
nisobano,1,
muddhi,1,
mehiudadina,1,
ilafaja,1,
billumga,1,
tejaruddina,1,
bilunga,1,
sisiliya,1,
jagraji,1,
phulachuviya,1,
marabi,1,
gujesara,1,
ramachanda,1,
abedulla,1,
usabuna,1,
hasamtullaha,1,
ksharna,1,
gudarena,1,
alimajada,1,
maheruddina,1,
manushekhara,1,
brahamani,1,
mehtera,1,
aphejula,1,
jhamani,1,
manarudhina,1,
rahisanari,1,
nenesha,1,
najbulla,1,
kumatiya,1,
pujakaliya,1,
jaikanesha,1,
ra.dhana,1,
sahadavani,1,
mukina,1,
khbduma,1,
isalamunanesa,1,
mohjabi,1,
omaina,1,
matupha,1,
janatunnesha,1,
shamimudadina,1,
bandu,1,
rokaidaakhatuna,1,
jaitunnesha,1,
tajmullaha,1,
sagiakha,1,
jaladina,1,
karmabira,1,
hasibaratuna,1,
asamulaha,1,
nurajani,1,
ataurahmana,1,
monajoruddina,1,
shasti,1,
jayabhilala,1,
omera,1,
naganina,1,
kukhya,1,
sahanika,1,
babujhya,1,
ha.nsima,1,
kurasaira,1,
munatara,1,
sha‌faishala,1,
karimulalaha,1,
aliahammada,1,
sakalapati,1,
imamuhavina,1,
nivaja,1,
devya,1,
sohauni,1,
kanya,1,
kuarshvah,1,
hiyava,1,
pakhani,1,
sabugiya.n,1,
ramjanabena,1,
basirullaha,1,
pukari,1,
ka.cura,1,
jauveda,1,
hasabulananesa,1,
hasinula,1,
saphtara,1,
khelanisha,1,
dularamamdala,1,
shrimatapura,1,
sotana,1,
bamsaki,1,
haॉdasa,1,
mamjukhatuna,1,
shehazada,1,
samiurahamana,1,
saudulla,1,
memsatuna,1,
rauha,1,
indaja,1,
bokila,1,
lakhindrakumara,1,
taherabanu,1,
punyakali,1,
ahimulalaha,1,
mektara,1,
seksa,1,
mamsaripha,1,
shaimusadina,1,
anisuddina,1,
asaraphila,1,
karimaullaha,1,
layakata,1,
ennana,1,
shobaidi,1,
jamanesha,1,
samirunesha,1,
elaubina,1,
saruraza,1,
ataurjhana,1,
bisunadeva,1,
nayajudina,1,
hakijuva,1,
maurula,1,
mohibulaha,1,
romasa,1,
japhala,1,
nurunesha,1,
olihana,1,
miuya,1,
marakshiya,1,
gonauri,1,
usamahamada,1,
bramhachari,1,
biduri,1,
siddidi,1,
manamna,1,
sababana,1,
jhalima,1,
ajaira,1,
saratullaha,1,
vili,1,
mophajulahaka,1,
kumjajama,1,
shahadula,1,
nasamira,1,
ikaullaha,1,
asalamulahaka,1,
sabdara,1,
kasuram,1,
dhiau,1,
kalakatta,1,
kashmapa,1,
asimata,1,
tivamri,1,
thiga,1,
devapyari,1,
shripasavana,1,
sunarava,1,
nasibha,1,
reyautullaha,1,
sphialma,1,
imtyajula,1,
ebadurrahamana,1,
pariyam,1,
shukari,1,
jaiyabulalaha,1,
shahusena,1,
samtkima,1,
shrivastvba,1,
jallamudina,1,
`nesha,1,
rsaphulahaka,1,
hasibunnesha,1,
jkaulalaha,1,
rahasanulaha,1,
imranullaha,1,
hasanullaha,1,
enaulaha,1,
januva,1,
amataja,1,
naravina,1,
ajimullaha[,1,
lakhiysa,1,
rahabuddhina,1,
majarulaahaka,1,
suvakajanata,1,
panvina,1,
meharenaja,1,
shapharudadina,1,
msima,1,
sphudina,1,
mishbaduna,1,
vostakila,1,
zikrullaha,1,
vaukaisha,1,
khaitunnesa,1,
votata,1,
nandeshvara,1,
tarassuma,1,
ebdulalahha,1,
budhai,1,
sadakhdina,1,
basta,1,
rehamatunnesa,1,
abadulakalama,1,
samabila,1,
takahida,1,
shahavanullaha,1,
kevadha,1,
tamtri,1,
ejajunnesa,1,
nauphila,1,
saijunnesa,1,
marachchiya,1,
anamdamayi,1,
harshajita,1,
gadhyapara,1,
verema,1,
avamti,1,
prasadaka,1,
hegoyela,1,
jikra,1,
kelara,1,
malbiya,1,
muryu,1,
buchamuni,1,
sahuma,1,
mukali,1,
sarvodaya,1,
kumaraavadhesha,1,
sudarama,1,
shailana,1,
pasavanava,1,
ramapadartha,1,
bhisa,1,
rahuya,1,
tra.cprasada,1,
shahadevaraprasada,1,
kumaraajada,1,
jamamdara,1,
shamashara,1,
davom,1,
sayuba,1,
shamsmanira,1,
sohipa,1,
balida,1,
vidhamayi,1,
bharadoja,1,
nandulala,1,
jamadagara,1,
maheshabhai,1,
"""keshari""",1,
vidayotama,1,
pritisagara,1,
tajimala,1,
tuhu,1,
badiudajama,1,
jalaphana,1,
nakiruddina,1,
sajiha,1,
musaraila,1,
surratuna,1,
samabano,1,
mahajabuna,1,
taniyala,1,
paresani,1,
sharabatuna,1,
murshila,1,
addi,1,
khau.n,1,
mumsapha,1,
sapatami,1,
uneda,1,
pugama,1,
phargisa,1,
riashi,1,
manuhara,1,
sephora,1,
mahabura,1,
tejira,1,
najau,1,
nakhara,1,
mehadadana,1,
majalumiya,1,
humesha,1,
mutemja,1,
sirajuddhina,1,
yukinuna,1,
maiju,1,
murtajima,1,
soheda,1,
mabana,1,
ambiya,1,
tamata,1,
mahadama,1,
mahajadida,1,
shivakumari[],1,
hirabari,1,
animulana,1,
rafikana,1,
nurahona,1,
nuradadina,1,
hunsena,1,
shevmakabula,1,
hemabrama|,1,
ajanisaya,1,
avutahira,1,
saiyaphudina,1,
insaruna,1,
jayadula,1,
sammamraja,1,
sherajula,1,
asamatuma,1,
dahuva,1,
majamunnoso,1,
phakila,1,
davamaiya,1,
shenu,1,
ajimajula,1,
shamimaudvina,1,
haphajuddina,1,
jahoda,1,
mahapaura,1,
sayadina,1,
sabbirudina,1,
samj~nili,1,
tuthu,1,
murasharapha,1,
meharudvina,1,
jahumra,1,
havisa,1,
anajuga,1,
takiba,1,
majila,1,
srrishi,1,
ivineshvara,1,
ganiya,1,
khorija,1,
ahavari,1,
maharajiya,1,
anavarudina,1,
sigasani,1,
gitabena,1,
mojivulahaka,1,
nuravi,1,
manisada,1,
hasibiya,1,
mauja,1,
amarida,1,
jarahi,1,
kumtuma,1,
imaruna,1,
podadara`,1,
gahabara,1,
mom,1,
aauhmana,1,
jupheda,1,
oragjeba,1,
mahtabaalama,1,
medulajari,1,
nishtu,1,
sahimgada,1,
ajamara,1,
jivarahila,1,
habo,1,
vilayama,1,
prinashaha,1,
hefajula,1,
gustapha,1,
novari,1,
fudari,1,
haibara,1,
bishakarama,1,
vajalurahamana,1,
hambrana,1,
darodana,1,
hashamudina,1,
salaga,1,
gajaruddina,1,
usatura,1,
akhatum,1,
sunavari,1,
nuramohamda,1,
sukarudi,1,
kachava,1,
sumaratamana,1,
hamemsha,1,
sayaphura,1,
velanura,1,
jaranagara,1,
mahamamtada,1,
suraphana,1,
sarmajula,1,
pharanu,1,
bidhanandrishi,1,
muslimauddina,1,
nujjahana,1,
ili,1,
jalaphi,1,
abhanura,1,
ailu,1,
isyata,1,
misarapa,1,
maharudin,1,
janiruddina,1,
nabahara,1,
pune,1,
phasamula,1,
raiyasana,1,
panakula,1,
iyajula,1,
saueva,1,
thalo,1,
mosaaba,1,
jalishana,1,
musarrafa,1,
yamuna,1,
rautara,1,
nuseda,1,
naimaphula,1,
kashaka,1,
isalaudina,1,
amarajina,1,
gaudebani,1,
vasihatama,1,
"chaudhari,",1,
jhaniyaidevi,1,
bhugata,1,
maruphana,1,
rahamudin,1,
retri,1,
magaphera,1,
denamoya,1,
azafara,1,
astura,1,
halenura,1,
kayavanu,1,
velakisha,1,
khasavara,1,
jaiguninasha,1,
natepha,1,
kalasona,1,
matori,1,
uda.nva,1,
jananura,1,
tulalaha,1,
havera,1,
jhuppi,1,
kashirama,1,
budana,1,
shii,1,
kusbura,1,
jaridana,1,
oshiya,1,
abutaloba,1,
tumemjana,1,
mashkrura,1,
jivani,1,
gharti,1,
pharaju,1,
sabiruna,1,
sanavarikatuna,1,
mamragamaya,1,
prathiva,1,
khatipha,1,
sosaba,1,
darakhasi,1,
pharahadi,1,
motassima,1,
pamphula,1,
ganapavariya,1,
nehajha,1,
akumara,1,
ba.dayaka,1,
sattana,1,
jibachu,1,
sudhorachandra,1,
chadarji,1,
bhamgada,1,
amarachamdadaga,1,
murshipha,1,
alirahamana,1,
akarula,1,
gamjiya,1,
samcho,1,
pabhusaha,1,
lailudina,1,
haruka,1,
tasmula,1,
samanuna,1,
nagisi,1,
sajabunanisha,1,
devalakshmi,1,
maiharuddina,1,
rudana,1,
phaॉra,1,
majhimayana,1,
ij~naila,1,
aphasuna,1,
jobana,1,
thiro,1,
abuja,1,
sanuri,1,
kokaya,1,
maphila,1,
chichni,1,
