Surname,Count,
mo0japhira,1,
hebayatyastulla,1,
laddo,1,
tainisha,1,
miskshi,1,
kareshi,1,
koraiki,1,
chdravamshi,1,
shahikhatuna,1,
raprasapati,1,
chasana,1,
rabanshi,1,
osiha,1,
pala',1,
tyaji,1,
imdrala,1,
asaladuni,1,
anasare,1,
rahamutallaha,1,
gayashudina,1,
chohaha,1,
chamdarvamshi,1,
durarika,1,
ajayasimha,1,
phadima,1,
jaberani,1,
shaneviza,1,
ikhalaqa,1,
kudratannama,1,
jpravim,1,
rannisa,1,
mosikandara,1,
baspha,1,
manavaditya,1,
tetariya,1,
rajavarma,1,
vinduvasini,1,
kathamapa,1,
vavtipa,1,
sivana,1,
naiama,1,
tallata,1,
kumarayya,1,
morasalina,1,
patvina,1,
mushtakina,1,
□□□□,1,
obedi,1,
borida,1,
husaraphila,1,
rajavaso,1,
tulasiyani,1,
murtahja,1,
manishvara,1,
mazaharuddina,1,
mo0jashima,1,
makasusa,1,
sunarahi,1,
haphijaakhatarahusena,1,
khurasidavegama,1,
irashamka,1,
abutahiba,1,
immada,1,
ubaila,1,
jabiira,1,
jiho,1,
rossi,1,
savvu,1,
chanthakura,1,
ma.divala,1,
shairunaisha,1,
sophayada,1,
sambhavama,1,
jarataja,1,
motaushipha,1,
abushahida,1,
ha.cga,1,
mrihvani,1,
jahavegama,1,
rashme,1,
grina,1,
khaikhanasa,1,
momajaharulahaka,1,
salahaudavina,1,
ekuresi,1,
lalavivi,1,
muraja,1,
porve,1,
indariya,1,
sudidana,1,
phuki,1,
sarapisa,1,
prashuma,1,
dhuvanarayana,1,
bargisa,1,
bibiyana,1,
dhuriya,1,
rmakara,1,
holyoni,1,
hoiyani,1,
vijarajika,1,
kasesha,1,
idirasha,1,
shamsaujjama,1,
shhhnavaja,1,
akiulaha,1,
kishamata,1,
moishaphaka,1,
chiramjiva,1,
sadaye,1,
alisarabara,1,
gulameja,1,
nuesaba,1,
kechiya,1,
satasamgi,1,
jahaura,1,
sibghatullaha,1,
alimuodina,1,
ahamoda,1,
tavadira,1,
hayatura,1,
raॉshani,1,
mogalapura,1,
nathalala,1,
ijaba,1,
fauja,1,
solaimana,1,
nakahata,1,
najamaudadina,1,
dogra,1,
muktarauddina,1,
ehasarula,1,
hemanarayana,1,
moidaris,1,
arje,1,
giriya,1,
phrarukha,1,
samaumaulla,1,
khanava,1,
arakhanama,1,
jadani,1,
aphala,1,
nanavai,1,
shaphai,1,
hilala,1,
nakila,1,
nomini,1,
nimani,1,
chovdari,1,
khatata,1,
adamana,1,
jatatavali,1,
alamarahi,1,
ishrayala,1,
firdushi,1,
rabaha,1,
mohatahasina,1,
khedasta,1,
asuda,1,
mohammadaehasana,1,
javaki,1,
libagatu,1,
lokapriya,1,
vilochana,1,
raphikullaha,1,
prabharaya,1,
anumala,1,
mostaphiya,1,
mo0sagira,1,
akahumi,1,
maittha,1,
isharayala,1,
krori,1,
auila,1,
shamkaraji,1,
pahu.nja,1,
khakhdo,1,
hurajaham,1,
mohanto,1,
vijayabhushana,1,
emajuddina,1,
phojala,1,
subhadipa,1,
utkta,1,
rukasar,1,
latarani,1,
barji,1,
nasallaha,1,
abuiraphana,1,
maharunisha,1,
vahani,1,
vijayaka.nta,1,
jumaratani,1,
selaki,1,
ramadasi,1,
milita,1,
dhairyavardhana,1,
ramaparikshana,1,
mamnde,1,
kugari,1,
karukamani,1,
mo0triveni,1,
chanadai,1,
ibrahaima,1,
ijhadula,1,
bahano,1,
mauphida,1,
kaushalemdra,1,
hrrishikesha,1,
ramaparimadevi,1,
divyamgana,1,
karagupta,1,
kosarikhatuna,1,
chiragudadina,1,
shahanagira,1,
ajarulahaka,1,
tavarakha,1,
mo0ohava,1,
shaukira,1,
saukina,1,
tamajila,1,
siungha,1,
mamdalamamdala,1,
fakrudina,1,
savaki,1,
badarinatha,1,
somtosha,1,
dharna,1,
mamdalata,1,
mjhani,1,
villaha,1,
saishta,1,
aryansa,1,
duraveza,1,
dularu,1,
skira,1,
bikash,1,
divyuga,1,
tejimala,1,
samiranova,1,
chayamani,1,
melada,1,
davei,1,
patavarika,1,
mirnala,1,
nonadala,1,
aghari,1,
pekva,1,
aftaba,1,
gauraka,1,
nirdhanasaha,1,
ibaraina,1,
ekaramauddina,1,
inamauddina,1,
mo0moti,1,
rasoda,1,
mo0manana,1,
ayasashidadika,1,
yakshamina,1,
padaka,1,
praba,1,
kajalabaniyana,1,
mahaynaza,1,
aphnozi,1,
tuphaika,1,
husho,1,
jahade,1,
zuneda,1,
sobani,1,
tavassuga,1,
shaqiba,1,
sibarahaka,1,
mansori,1,
azadu,1,
fatmha,1,
jaduka,1,
phaiyajauddina,1,
kukasuma,1,
jamudina,1,
japahara,1,
afsroja,1,
jayatri,1,
sahistha,1,
rahira,1,
maukhatara,1,
rijivana,1,
nisvata,1,
sajamudadina,1,
gholta,1,
pildauri,1,
bhaji,1,
kavijana,1,
amvuja,1,
mo0nisarula,1,
valihasana,1,
sanaji,1,
skiki,1,
shailina,1,
nishgina,1,
dasa.,1,
asheya,1,
arunayadava,1,
rrituja,1,
pambina,1,
ajayasharma,1,
podda,1,
prayagamamdala,1,
karasiya,1,
ksdevi,1,
feyaza,1,
phelaja,1,
salako,1,
soaba,1,
shathani,1,
☐☐☐☐☐☐☐☐☐☐,1,
vishogiya,1,
avinaja,1,
lalavavi,1,
kaishaphi,1,
devaॉ,1,
jayadai,1,
pavanakumara,1,
ptrinyaka,1,
rajabharata,1,
julafeqara,1,
khalaka,1,
hassamuddina,1,
domanadevi,1,
sehidina,1,
aphsaphaka,1,
gulabasara,1,
taphati,1,
marataja,1,
liliyana,1,
"kumara""",1,
chakbrati,1,
dilamahommada,1,
omi,1,
simpaladevi,1,
mamda,,1
bat‌sa,1,
raviketana,1,
suvratanarayana,1,
jayamaladevi,1,
devadatta,1,
shefudadina,1,
gularija,1,
amanataullaha,1,
"""",1,
bhosarata,1,
tahajivunnisam,1,
sahafaisala,1,
mushtri,1,
vahajala,1,
phatahagira,1,
bahau,1,
geli,1,
chavili,1,
chinki,1,
supriyava,1,
isaile,1,
rumtama,1,
saubhani,1,
ilamaroza,1,
ladaali,1,
tamhatparvina,1,
helema,1,
asapara,1,
jahama,1,
faizurarahamana,1,
gulpharana,1,
batsha,1,
bhumtamti,1,
nayagamva,1,
isra,1,
sekaspiyara,1,
haddi,1,
induvasani,1,
vishbajita,1,
ilyasha,1,
gulakadira,1,
silama,1,
gudalaka,1,
bharade,1,
dome,1,
herakirna,1,
j~nanabardhana,1,
ramjena,1,
iphtokha,1,
masudina,1,
yainula,1,
firdosa,1,
genula,1,
taithaba,1,
kulala,1,
azjada,1,
sabbvka,1,
umeshi,1,
suta,1,
mamtha,1,
jpamdita,1,
marutinamdana,1,
upa0,1,
sudesha,1,
ushabala,1,
gulapharija,1,
momannana,1,
vechchana,1,
suvo,1,
chapaula,1,
baruzzama,1,
shubhahani,1,
shahamjaha,1,
nikheda,1,
badafa,1,
saistatannuma,1,
kumaphri,1,
gulanavaja,1,
sajiyanaja,1,
sumala,1,
neraja,1,
abhadevi,1,
anupriti,1,
amrritapritama,1,
latraminiya.n,1,
latrmaniya,1,
ajamatunnisa,1,
irutekhara,1,
maba,1,
abhishakha,1,
sahavadi,1,
rtati,1,
chandradasa,1,
adhikarana,1,
sadarashona,1,
pamjikarana,1,
masauamjuma,1,
sahnama,1,
krritayananda,1,
afajala,1,
bhagavatisharana,1,
khaimama,1,
misavaudina,1,
pharajoma,1,
phiradaushanaja,1,
kamarina,1,
yuva,1,
vagaro,1,
jahunnisha,1,
janiphaha,1,
bitani,1,
toharo,1,
manifa,1,
makbulana,1,
ikaramaali,1,
shahajata,1,
shakikana,1,
tasharuma,1,
shasavata,1,
kravadasa,1,
kadasa,1,
paragara,1,
najirunnisha,1,
chaba,1,
chamba,1,
vinakhatuna,1,
inamulahaqa,1,
imatekhaba,1,
varifana,1,
semmuna,1,
chedo,1,
mahunima,1,
salima.cna,1,
gulashhena,1,
sajunishha,1,
amirunnisa,1,
kuraysa,1,
havisana,1,
sivaraila,1,
shairunisha,1,
khudesha,1,
kishabari,1,
tafsulana,1,
majammuya,1,
nakabula,1,
abdulamagida,1,
sbina,1,
abeera,1,
azima.cna,1,
ajanavara,1,
kamakhyadevi,1,
ketha,1,
mo0viltu,1,
marajha,1,
khokhatuma,1,
rashdi,1,
mosh~njada,1,
surendrasaha,1,
jamaa,1,
harikana,1,
sayanbaja,1,
aramgzeba,1,
shaviha,1,
nusaratha,1,
badauddina,1,
najanana,1,
mo0rejaullaha,1,
mo0suaba,1,
shamasadabegama,1,
mo0istaka,1,
majaruma,1,
rokaida,1,
alishba,1,
lkhasana,1,
mamuja,1,
sajamunnisa,1,
vejifa,1,
jnifana,1,
jalikana,1,
ebuna,1,
sajya,1,
saguptahanaja,1,
rukaida,1,
gyasaanasari,1,
sarphaja,1,
aftri,1,
hasunaara,1,
vivinasima,1,
jakulana,1,
isarataja.cha,1,
amsuda,1,
tafira,1,
juhim,1,
tavreja,1,
vasiddina,1,
ajema,1,
abutorava,1,
mojabani,1,
mobona,1,
vakrudina,1,
rakaiya,1,
nasirata,1,
mojhammi,1,
jahisha,1,
vahasina,1,
kudahiya,1,
samghufta,1,
jumo,1,
saphikata,1,
mrritnunjaya,1,
pratiki,1,
tarifana,1,
kayusha,1,
mo0alamagira,1,
tanishara,1,
akudusa,1,
tellara,1,
akiva,1,
mo0abdulaha,1,
mostakha,1,
khuda,1,
alisena,1,
istahada,1,
rohuna,1,
shamshujjema,1,
suretha,1,
shahhah,1,
nehaba,1,
majahani,1,
jakula,1,
shahnada,1,
vamsari,1,
senava,1,
abukesa,1,
sadso,1,
shamshulhaka,1,
gapharana,1,
najbano,1,
vame,1,
maharumnanisa.n,1,
jafudadina,1,
fashada,1,
dhrupavinda,1,
pnasada,1,
dayanda,1,
hairajana,1,
abubka,1,
gulmosharata,1,
faramuna,1,
gulaphashaॉ,1,
intekhana,1,
khushnasiba,1,
arasalama,1,
avarikha,1,
aludana,1,
narajisa,1,
tafina,1,
kumapa,1,
kamdara,1,
emroja,1,
hananamna,1,
fakkrula,1,
husanebano,1,
sahjhaha,1,
sajid,1,
sabbina,1,
ummekora,1,
mo0imatyaja,1,
mahalaka,1,
aravala,1,
hemayumna,1,
alkima,1,
mahajevi,1,
resalati,1,
jubbara,1,
ambapali,1,
jhamdapura,1,
arunapasavana,1,
abhikara,1,
saguupta,1,
ranajida,1,
saphikha,1,
benilala,1,
padurama,1,
[priya,1,
adhikalala,1,
mahebaza,1,
kamuna,1,
husnavari,1,
rojikhatuna,1,
suvaldevi,1,
sinigha,1,
jaggo,1,
monija,1,
harizona,1,
rajisti,1,
tasma,1,
nuvasavi,1,
kabrodina,1,
phulatari,1,
mirajuddina,1,
taravila,1,
namja,1,
saherava,1,
phamj~na,1,
mesina,1,
rasluna,1,
mossama,1,
ehalala,1,
sahalana,1,
mo0mohiudina,1,
kayanksha,1,
isharada,1,
ramabalesara,1,
ladauna,1,
vhidula,1,
moshahibuddina,1,
barakuttalaha,1,
phulatoro,1,
jibali,1,
injamama,1,
vij~nama,1,
ifara,1,
avashthi,1,
abhimamyu,1,
plamta,1,
guddirani,1,
ujali,1,
agrari,1,
fakiruddina,1,
muraslina,1,
niibha,1,
faluka,1,
vaidyaya,1,
pakali,1,
maujuda,1,
sitaraha,1,
jajala,1,
jadana,1,
rubanarubana,1,
amrrinisha,1,
mojamamilura,1,
ka~ngaja,1,
rahamona,1,
shekhasana,1,
udaddina,1,
khusabada,1,
apharsha,1,
jhapasari,1,
mosaloma,1,
mo0ovesha,1,
mo0akarama,1,
akhtarujama,1,
shahaduddhina,1,
adilaabbasi,1,
ahamadanura,1,
hashiva,1,
shivamohana,1,
kumami,1,
pamjhe,1,
atina,1,
cha.cgemja,1,
shrivastakava,1,
ekabalaka,1,
thksura,1,
jinava,1,
bhagatga,1,
kva,1,
raha.ngira,1,
ibartima,1,
isaluka,1,
asaraphauddina,1,
nematunnisha,1,
jauni,1,
chadasi,1,
gulagulaya,1,
bulu,1,
isateyaja,1,
ajaida,1,
jiyalaha,1,
jikraullaha,1,
dilshada,1,
ladada,1,
qoraishi,1,
munagiya,1,
shulatanakhatuna,1,
jalphakara,1,
ajaphala,1,
sahaneyaja,1,
istehaka,1,
jjvela,1,
atiurahaman,1,
phatokhada,1,
salimaullaha,1,
kudrusa,1,
hikali,1,
kalamasiddiki,1,
kumaqari,1,
abhilasa,1,
khajemuddina,1,
shahabudhina,1,
niyasha,1,
jaunula,1,
mimta,1,
santavareja,1,
mahabudana,1,
narbeda,1,
nasarira,1,
gunashana,1,
amaviya,1,
nisarulahaka,1,
moteha,1,
sidridaki,1,
madekava,1,
ahani,1,
mulakata,1,
ijajuddina,1,
sadiddhi,1,
nurenavi,1,
phauziya,1,
vasiakarama,1,
sivakumara,1,
raunaki,1,
nadhapha,1,
khaiyatuna,1,
movida,1,
daraakasana,1,
dasharna,1,
yamshi,1,
vedamani,1,
pahida,1,
umaraphakakha,1,
raushamtara,1,
tarifaajaphara,1,
mairunanisha,1,
sharula,1,
surajidevi,1,
rarai,1,
priyanchala,1,
tanivula,1,
kahalila,1,
kadudusa,1,
rakasuna,1,
`patela,1,
vishavas,1,
chanachala,1,
eltama,1,
kalevari,1,
najavinu,1,
dhvari,1,
sakraula,1,
asaneha,1,
anisurahamana,1,
bigni,1,
abdulahai,1,
banarda,1,
rajashakara,1,
disaba,1,
palataniya,1,
ignasiyuru,1,
balasiyusa,1,
karakata,1,
divasa,1,
inatijara,1,
balaramachandra,1,
hiphajuddina,1,
kusahava,1,
saphurahamana,1,
ekamudina,1,
akhalika,1,
sarafe,1,
farahatulafiradausa,1,
mokausara,1,
shariya,1,
moumaira,1,
mehya,1,
ahmadadina,1,
tasmuna,1,
majiburarahamana,1,
ऍspa,1,
amamaliya,1,
raimuliya,1,
baladasi,1,
ebadula,1,
nujamulla,1,
jilebiya,1,
aishabano,1,
takaruma,1,
tejayudina,1,
idabano,1,
amjumatara,1,
padela,1,
phataki,1,
fazalurrahamana,1,
najamalaha,1,
ajarodina,1,
soyaila,1,
inisha,1,
aimanulaha,1,
mo0anabara,1,
shahajina,1,
draksimda,1,
jamala`,1,
jahamgi,1,
motavareja,1,
tavasasuma,1,
husanenaja,1,
keasa,1,
tabashuna,1,
najja,1,
navuda,1,
lelaya,1,
mainatand,1,
galina,1,
amnnada,1,
mahalapara,1,
masomati,1,
manaluda,1,
birjesha,1,
iftekharula,1,
tairulakhatuna,1,
devaja,1,
agamiya,1,
sainamara,1,
jafaruddina,1,
zillurrahmana,1,
tairunnesha,1,
munchuna,1,
`chaurasiya,1,
huslabani,1,
pharakula,1,
phalakura,1,
iniyasa,1,
samjitadevi,1,
ekhalakhurrahamana,1,
aasra,1,
kamarulajama,1,
takiudadina,1,
andama,1,
mansavira,1,
aravuna,1,
muabadulalaha,1,
nasarujaha.n,1,
bumdeli,1,
13,1,
munibarrahamana,1,
gayarula,1,
dahani,1,
saliujamana,1,
akhlakurahamana,1,
baidehikamta,1,
imtafa,1,
shivadevi,1,
usena,1,
yunosa,1,
masakila,1,
katu,1,
phajarudina,1,
mojira,1,
putulasharana,1,
atabullaha,1,
tajarunnesa,1,
rphojadara,1,
phaijadara,1,
badho,1,
phaijdara,1,
kushumatara,1,
maapharoja,1,
kushavagha,1,
raisunesha,1,
bhauda,1,
bhitha,1,
husalabani,1,
aimamula,1,
nejabula,1,
gaishula,1,
asaphakullaha,1,
reyabula,1,
sevadula,1,
kusumavani,1,
kanuvara,1,
nuravami,1,
ummejamila,1,
rajadara,1,
taufiqurrahamana,1,
neyajullaha,1,
sunanesha,1,
muphija,1,
nayasaha,1,
arabajakhana,1,
bidhyamtikumari,1,
kakhatuna,1,
majameruna,1,
ravavira,1,
majahidina,1,
fariha,1,
iphatakara,1,
bhotara,1,
hadarasha,1,
hkatum,1,
jimadara,1,
`ajaharudi,1,
yashima,1,
samiunnesha,1,
chanakalidevi,1,
chapainia,1,
ghadu,1,
karamavani,1,
shafikuullaha,1,
jamatara,1,
anisulavara,1,
salamunya,1,
hosneyara,1,
khushashuda,1,
ajamaali,1,
samroja,1,
banahoja,1,
sanaroja,1,
hoja,1,
some,1,
baphava,1,
annapurnadevi,1,
bhopala,1,
manatoriya,1,
gamganarayana,1,
goliyadevi,1,
khaiirullaha,1,
jamatunanesa,1,
gasabani,1,
najmunesha,1,
mokamila,1,
astakha,1,
efanallaha,1,
shokhatabareju,1,
meraba,1,
shahinaara,1,
gaurakha,1,
pamditi,1,
jalammda,1,
jalesrri,1,
shoviya,1,
umalima,1,
isuba,1,
ravijuna,1,
zamaludina,1,
asaphunanisha,1,
ggsudadina,1,
savadula,1,
inzamamudadina,1,
leyanda,1,
julafaqqara,1,
shobhakanta,1,
riyajani,1,
ramachamdrasiham,1,
mohusena,1,
jugera,1,
shbanama,1,
teharunisha,1,
jayachamdra,1,
vachani,1,
kamate,1,
husaqina,1,
vahidula,1,
vegara,1,
sakora,1,
mojamina,1,
kamgali,1,
tarasuna,1,
hemna,1,
guladasta,1,
abulasalama,1,
tahajuddina,1,
narulaena,1,
nalavanda,1,
nalabanda,1,
bakhshe,1,
navana,1,
madhashri,1,
jayavula,1,
shambhusadaya,1,
amrritakala,1,
nunujha,1,
marabhogiya,1,
puliyadevi,1,
monamika,1,
marogahi,1,
maharupa,1,
hamadani,1,
kejirivala,1,
hirakejarivala,1,
henayu,1,
kuarabana,1,
dhimara,1,
tanku,1,
purver,1,
isarakila,1,
"""khatuna",1,
saminakhatuna,1,
jagatarana,1,
prayadarshini,1,
mo0irphana,1,
mo0rizavana,1,
rokasa,1,
buneta,1,
mamjuladevi,1,
mogaisaudina,1,
fadara,1,
shivadaidevi,1,
imula,1,
samhi,1,
sitalga.dha,1,
jivullaha,1,
samirama,1,
shivaamshu,1,
prabhakarojha,1,
anandasagara,1,
shivgatulla,1,
auraya,1,
pamarani,1,
basala,1,
ramagulama,1,
kusaro,1,
vasaruddhina,1,
mulazima,1,
mustaphika,1,
praphvina,1,
amiruzzama,1,
varishi,1,
julpheqara,1,
mo0imtayaja,1,
nokasara,1,
kamaulama,1,
paidhara,1,
gulalara,1,
nupuralala,1,
punamalala,1,
najamela,1,
habbibula,1,
isatiyasa,1,
kalimujjama,1,
gulabadevi,1,
moajadaraudvarina,1,
bhullikumari,1,
mudita,1,
kaishlaya,1,
khojeda,1,
alimuhyina,1,
kaisherajaham,1,
ennisha,1,
mukumdajha,1,
kashisadaya,1,
chudighara,1,
chetaki,1,
gini,1,
pamiyom,1,
najevula,1,
makuni,1,
kajuma,1,
jagadanamda,1,
nurussalaha,1,
jamanisha,1,
buliya,1,
kariyahidevi,1,
sharademdu,1,
jagamila,1,
devanarana,1,
samkhala,1,
vabudai,1,
kalidaya,1,
kayadava,1,
isyaila,1,
sauvara,1,
`abida,1,
movajida,1,
mo॰samumdari,1,
nasaravano,1,
mo0aaisa,1,
najavula,1,
basiura,1,
paurusha,1,
babitakumari,1,
achcha,1,
sakunti,1,
mairuma,1,
kamalo,1,
kisani,1,
sitadaya,1,
khajano,1,
a.cnsare,1,
shanaghi,1,
mo0ilatapha,1,
harishchandrathakura,1,
sik?dara,1,
bachadaya,1,
samasoliya,1,
monina,1,
mehanisa,1,
mustakashekha,1,
dayasunderi,1,
vauki,1,
boasina,1,
chandakamata,1,
pujakaumari,1,
ramgarilaakumari,1,
"salama,",1,
khannuma,1,
ujjmam,1,
ambashthata,1,
apishalani,1,
vindulata,1,
snehamshu,1,
vishvapriya,1,
mahadevalala,1,
suvrati,1,
furaja,1,
hareramakrrishna,1,
bachaua,1,
rokharana,1,
mo0mojahida,1,
khattave,1,
.amsari,1,
kisunavati,1,
ramesari,1,
maiyudadina,1,
mo0ahamada,1,
samiurrahamana,1,
imyija,1,
hussaini,1,
sharaॉphata,1,
phajalena,1,
abani,1,
milati,1,
yakima,1,
ataharauddina,1,
hasnaoma,1,
lahatuna,1,
lapravina,1,
hajai,1,
sunilachamda,1,
khavano,1,
mateshvari,1,
rahimapura,1,
mamdale,1,
pod~nghara,1,
☐☐☐☐☐☐☐☐,1,
isakaudina,1,
mahaphajula,1,
ajarauddila,1,
nureseda,1,
samiali,1,
nurullata,1,
madato,1,
ptravim,1,
ramavilasamahato,1,
harshamukhi,1,
vijayamahato,1,
nunumahato,1,
sakshani,1,
hefajata,1,
abhiliya,1,
kophaba,1,
rehmana,1,
kasamata,1,
sadayasa,1,
abhiyadarshi,1,
boena,1,
rauvaida,1,
iraphaja,1,
valakeshvara,1,
besama,1,
aparina,1,
paravasi,1,
motabbiraalama,1,
anajura,1,
arshitaja,1,
farzada,1,
najibbullaha,1,
khatala,1,
sidriki,1,
mo0hasanu,1,
nahuma,1,
bhaulabaksa,1,
jamsara,1,
draveshvara,1,
naisharula,1,
matarama,1,
purushotma,1,
mahuri,1,
khairunisa,1,
mugdhavamta,1,
salataniya,1,
krishnaditya,1,
chasmula,1,
fayamudadina,1,
rajai,1,
atikurrahmana,1,
fariyasa,1,
husnejaha.n,1,
malhi,1,
vinodananda,1,
phajama,1,
nikarani,1,
inayatula,1,
intaphaali,1,
tulama,1,
lakchmi,1,
salamate,1,
minakshim,1,
kumarahimamshu,1,
julphaphesarataranuma,1,
khtunayanga,1,
khairananisa,1,
ramaramgila,1,
kartahenbujuraga,1,
samtarujya,1,
nemazudina,1,
hariharadasa,1,
nyajaudina,1,
jagananari,1,
cha.ngala,1,
gojo,1,
shaphuddhina,1,
vishta,1,
metakari,1,
chandababu,1,
mohammadakasima,1,
chandrakanti,1,
momjrivala,1,
aravedina,1,
lohagamvakara,1,
bajesariya,1,
paradesi,1,
magalama,1,
ratanamala,1,
simhani,1,
advitiya,1,
bibhavahana,1,
mayapuri,1,
mahajituna,1,
sahadulana,1,
mohammadaisamaila,1,
ujubaida,1,
surashrita,1,
vsima,1,
pamipunama,1,
mamganapura,1,
ishvararama,1,
chamdvamsi,1,
manhasa,1,
pathaniya,1,
shababula,1,
kartahena,1,
phirojuddina,1,
sakki,1,
tarki,1,
rajeshvarakumvara,1,
vadudi,1,
jainaluabedina,1,
mudugala,1,
svarnajita,1,
priyasharani,1,
athakura,1,
shivanarama,1,
krrishnaditya,1,
mataluna,1,
manasharipha,1,
vishvamita,1,
jjaphara,1,
auragajeba,1,
simghba,1,
svepanila,1,
ritula,1,
jayimara,1,
rukaruddhina,1,
shajzada,1,
najabunanisha,1,
dayani,1,
sahmabhavi,1,
akrsha,1,
bhulara,1,
varisapuri,1,
.sumana,1,
ersada,1,
mujubullaha,1,
preksha,1,
rokshana,1,
laladevarama,1,
jiradevi,1,
magata,1,
'majhi,1,
momaunudina,1,
ma.njhisha,1,
shamasheraali,1,
saega,1,
shanida,1,
sahai,1,
ramapuri,1,
drabana,1,
najeuddina,1,
privanda,1,
samkrrityayana,1,
mosahebajana,1,
kishalai,1,
nainavati,1,
sharmada,1,
ssaba,1,
julaphak?kara,1,
rahimunnisha,1,
jayavashalala,1,
visakha,1,
arusima,1,
khayum,1,
aphtaka,1,
jasama,1,
nitendu,1,
tarunika,1,
ruparamjana,1,
phauda,1,
`haka,1,
nannu,1,
pike,1,
gulaafasha,1,
nuraafasha,1,
lauli,1,
dashairama,1,
samaravanu,1,
sukhadevarama,1,
ramanaumirama,1,
rekara,1,
guladana,1,
nokhaja,1,
chandrapoddara,1,
sadabhavi,1,
bhikharirama,1,
balachandarama,1,
sevavano,1,
mohmaddina,1,
kkasima,1,
vishvarupama,1,
tokari,1,
sunilaॉsada,1,
raman,1,
yafava,1,
agvala,1,
bataha,1,
pasupati,1,
kaudhari,1,
lokendra,1,
lakhindramamjhi,1,
yauddina,1,
aminudadina,1,
samaladadina,1,
serajudhaula,1,
jamaita,1,
parabaodhi,1,
dipurama,1,
taॉti,1,
sihamha,1,
khalikujjamo,1,
badavaya,1,
jagotati,1,
shvetima,1,
gomga,1,
uddinana,1,
rindu,1,
dundabahadura,1,
nanisha,1,
badabaika,1,
tapamti,1,
siladhara,1,
rikhiyarajdaha,1,
machashra,1,
salmana,1,
soreniya,1,
sorenava,1,
vivihamida,1,
mayusha,1,
rimkesha,1,
giridhara,1,
bham.da,1,
bha.dina,1,
shyamagiri,1,
derve,1,
ojari,1,
shamkarayadava,1,
kamchani,1,
bhopali,1,
munnihembrama,1,
rmu,1,
yokata,1,
hembrami,1,
membrama,1,
hasanda,1,
shadamasudi,1,
nashida,1,
ijiyasa,1,
vahavauddina,1,
jenisa,1,
tauina,1,
shamashuzzama,1,
salaraja,1,
ranajisa,1,
turim,1,
naphula,1,
sarfa,1,
darevala,1,
taphebula,1,
vatisuna,1,
asaara,1,
hurmaira,1,
bakruddina,1,
gaidacha,1,
tausila,1,
nidhiraja,1,
shayala,1,
jayakamta,1,
uphatama,1,
lauya,1,
dharayadava,1,
haushada,1,
sonelaladasa,1,
nilabhavatsa,1,
javade,1,
shekhasiddika,1,
abudaalaha,1,
uphaasana,1,
sholayama,1,
phuda,1,
musurrata,1,
zahadi,1,
ashadhama,1,
jamunidevi,1,
pamvina,1,
tabbasasuma,1,
nikahatajaho,1,
taufikaalama,1,
vadhauta,1,
pobiya,1,
pepi,1,
mamoda,1,
maithali,1,
radarevala,1,
hamsavahini,1,
riveda,1,
jaiviyara,1,
mathani,1,
sauraiya,1,
mudo,1,
kishu,1,
leyavanta,1,
rebula,1,
bhalotimya,1,
yasufa,1,
mulahaya,1,
phirasha,1,
makumiya,1,
makilana,1,
satyeyuvira,1,
bhadasa,1,
iphaja,1,
apaphaka,1,
toffiqa,1,
majashamasha,1,
naniya.n,1,
tavila,1,
gyasauddhina,1,
aphaphata,1,
nalarina,1,
ketarina,1,
murasina,1,
valayata,1,
morathama,1,
sariyada,1,
avudana,1,
manasula,1,
raprabha,1,
suphalakishorapamdita,1,
pachaka,1,
khaura,1,
aiti,1,
bashra,1,
kolahariya,1,
vakarana,1,
akhaturana,1,
heruna,1,
gamrdhava,1,
rajaba,1,
jayam,1,
chinamaya,1,
vamki,1,
mojanna,1,
girhi,1,
cho.daya,1,
mithana,1,
mirdhya,1,
baga.dana,1,
darva,1,
bagarbe,1,
bichiya,1,
pisi,1,
sayashera,1,
haniba,1,
karimrri,1,
kamsala,1,
varshanu,1,
shivanu,1,
baqara,1,
kahaphulavara,1,
gardhava,1,
paramesha,1,
mimdhi,1,
sarojajini,1,
kishtomadaiya,1,
bhoni,1,
imshana,1,
tudufgga,1,
jahanula,1,
pharamuta,1,
rasimda,1,
saikiya,1,
tababsuma,1,
biharisharma,1,
pravari,1,
sudmiya,1,
goehara,1,
bharathi,1,
tararunama,1,
saranasimha,1,
nishachara,1,
midubuta,1,
gomharajari,1,
morijabana,1,
aramgajeva,1,
imityaja.n,1,
morhama,1,
sishodiya,1,
jannutuna,1,
sheikh,1,
vrriju,1,
avaru,1,
animauddina,1,
sultanapravina,1,
mohammadajamala,1,
khvisa,1,
sahalauddina,1,
mucha.nda,1,
sulechana,1,
bharitya,1,
devi0,1,
aijuka,1,
thikura,1,
arshana,1,
motarikha,1,
mohashima,1,
atara,1,
cha.cda,1,
tarajana,1,
shamasaddina,1,
imaranakhana,1,
saidakhana,1,
mariyamabano,1,
mufarida,1,
chanadavati,1,
mosahanavaja,1,
mohamamdakaiyyuma,1,
ramaadhikari,1,
masiujajamam,1,
shshnvaja,1,
shaukhata,1,
ramakumarapasavana,1,
palekara,1,
nishava,1,
matuki,1,
mhaba,1,
goinka,1,
gaunu,1,
utsana,1,
alimanakhatuna,1,
uala,1,
"ragiimama,",1,
raha.nna,1,
salaiudina,1,
shyahajadi,1,
vakasisa,1,
vijyalakshmi,1,
subogha,1,
saiphulaislama,1,
