jan_acpbno,ac_number,JAN_PB,delby_booth_janrolls,AC_Name,WON_2020,_2020_Margin_Absolute,_2020_Margin_Percentage,party_name,votes,share
120|143,120,143,408,Amnour,BJP,3681,0.0300,RJD,211,34.25
116|46,116,46,304,Taraiya,BJP,11307,0.0700,BSP,11,1.9
120|144,120,144,312,Amnour,BJP,3681,0.0300,BJP,349,46.91
120|144,120,144,312,Amnour,BJP,3681,0.0300,RJD,278,37.37
120|144,120,144,312,Amnour,BJP,3681,0.0300,IND,30,4.03
123|107,123,107,435,Hajipur,BJP,2990,0.0200,BSP,233,67.54
122|221,122,221,332,Sonepur,RJD,6686,0.0400,BJP,410,44.71
122|221,122,221,332,Sonepur,RJD,6686,0.0400,RJD,455,49.62
123|120,123,120,319,Hajipur,BJP,2990,0.0200,IND,9,1.78
123|107,123,107,435,Hajipur,BJP,2990,0.0200,RJD,104,30.14
123|131,123,131,373,Hajipur,BJP,2990,0.0200,BSP,702,78.09
123|185,123,185,431,Hajipur,BJP,2990,0.0200,IND,0,0
140|77,140,77,335,Hasanpur,RJD,21139,0.1300,IND,19,2.68
123|134,123,134,401,Hajipur,BJP,2990,0.0200,BSP,660,80.29
123|83,123,83,372,Hajipur,BJP,2990,0.0200,RJD,189,28.51
123|109,123,109,503,Hajipur,BJP,2990,0.0200,RJD,116,30.05
128|319,128,319,318,Raghopur,RJD,38174,0.2000,IND,4,1.02
123|138,123,138,312,Hajipur,BJP,2990,0.0200,RJD,304,76.19
123|123,123,123,354,Hajipur,BJP,2990,0.0200,IND,1,0.23
128|342,128,342,302,Raghopur,RJD,38174,0.2000,BSP,132,16.9
123|165,123,165,328,Hajipur,BJP,2990,0.0200,BSP,482,81.01
123|131,123,131,373,Hajipur,BJP,2990,0.0200,RJD,163,18.13
123|107,123,107,435,Hajipur,BJP,2990,0.0200,IND,1,0.29
132|220,132,220,313,Warisnagar,JDU,13801,0.0700,BSP,429,65.8
123|137,123,137,497,Hajipur,BJP,2990,0.0200,BSP,252,61.46
133|163,133,163,335,Samastipur,RJD,4714,0.0300,BSP,325,47.1
123|143,123,143,316,Hajipur,BJP,2990,0.0200,RJD,272,42.57
123|137,123,137,497,Hajipur,BJP,2990,0.0200,IND,3,0.73
123|139,123,139,505,Hajipur,BJP,2990,0.0200,BSP,609,73.02
123|139,123,139,505,Hajipur,BJP,2990,0.0200,RJD,182,21.82
123|181,123,181,305,Hajipur,BJP,2990,0.0200,RJD,347,54.82
137|6,137,6,327,Mohiuddinnagar,BJP,15114,0.1000,BJP,206,67.54
123|137,123,137,497,Hajipur,BJP,2990,0.0200,RJD,139,33.9
123|123,123,123,354,Hajipur,BJP,2990,0.0200,BSP,99,23.24
123|150,123,150,423,Hajipur,BJP,2990,0.0200,IND,4,0.67
123|134,123,134,401,Hajipur,BJP,2990,0.0200,IND,4,0.49
139|299,139,299,307,Rosera,BJP,35744,0.2000,BSP,273,63.19
123|138,123,138,312,Hajipur,BJP,2990,0.0200,BSP,80,20.05
123|159,123,159,412,Hajipur,BJP,2990,0.0200,IND,11,1.39
123|170,123,170,438,Hajipur,BJP,2990,0.0200,BSP,316,66.39
123|139,123,139,505,Hajipur,BJP,2990,0.0200,IND,6,0.72
123|170,123,170,438,Hajipur,BJP,2990,0.0200,RJD,136,28.57
140|225,140,225,340,Hasanpur,RJD,21139,0.1300,BSP,52,13.2
123|181,123,181,305,Hajipur,BJP,2990,0.0200,IND,8,1.26
123|183,123,183,349,Hajipur,BJP,2990,0.0200,IND,3,0.73
140|260,140,260,436,Hasanpur,RJD,21139,0.1300,IND,13,3.2
143|182,143,182,303,Teghra,CPI,47979,0.2900,BJP,273,38.4
123|203,123,203,350,Hajipur,BJP,2990,0.0200,BSP,255,52.58
144|115,144,115,496,Matihani,LJP,333,0.0000,BJP,173,45.29
123|144,123,144,371,Hajipur,BJP,2990,0.0200,RJD,119,22.12
123|203,123,203,350,Hajipur,BJP,2990,0.0200,IND,6,1.24
123|150,123,150,423,Hajipur,BJP,2990,0.0200,BSP,411,69.19
123|159,123,159,412,Hajipur,BJP,2990,0.0200,BSP,317,40.18
146|217,146,217,395,Begusarai,BJP,4554,0.0200,CPI,236,32.96
123|159,123,159,412,Hajipur,BJP,2990,0.0200,RJD,421,53.36
146|241,146,241,358,Begusarai,BJP,4554,0.0200,BJP,432,51.31
140|77,140,77,335,Hasanpur,RJD,21139,0.1300,CPM,158,22.25
123|84,123,84,409,Hajipur,BJP,2990,0.0200,RJD,391,61.67
123|165,123,165,328,Hajipur,BJP,2990,0.0200,RJD,75,12.61
143|182,143,182,303,Teghra,CPI,47979,0.2900,CPI,418,58.79
123|162,123,162,392,Hajipur,BJP,2990,0.0200,IND,4,0.78
143|244,143,244,380,Teghra,CPI,47979,0.2900,IND,4,0.59
123|162,123,162,392,Hajipur,BJP,2990,0.0200,RJD,214,41.72
144|106,144,106,314,Matihani,LJP,333,0.0000,AD,4,0.46
123|170,123,170,438,Hajipur,BJP,2990,0.0200,IND,2,0.42
123|165,123,165,328,Hajipur,BJP,2990,0.0200,IND,2,0.34
124|351,124,351,301,Lalganj,BJP,26299,0.1400,IND,15,2.17
123|184,123,184,433,Hajipur,BJP,2990,0.0200,IND,3,0.66
123|185,123,185,431,Hajipur,BJP,2990,0.0200,BSP,453,74.75
123|185,123,185,431,Hajipur,BJP,2990,0.0200,RJD,129,21.29
146|299,146,299,419,Begusarai,BJP,4554,0.0200,IND,3,0.43
128|169,128,169,314,Raghopur,RJD,38174,0.2000,BSP,573,87.08
123|189,123,189,435,Hajipur,BJP,2990,0.0200,BSP,395,57.83
146|323,146,323,323,Begusarai,BJP,4554,0.0200,IND,3,0.42
146|325,146,325,333,Begusarai,BJP,4554,0.0200,IND,2,0.42
123|91,123,91,479,Hajipur,BJP,2990,0.0200,BSP,475,71.97
128|290,128,290,326,Raghopur,RJD,38174,0.2000,IND,12,2.08
123|83,123,83,372,Hajipur,BJP,2990,0.0200,BSP,453,68.33
123|83,123,83,372,Hajipur,BJP,2990,0.0200,IND,7,1.06
147|230,147,230,417,Bakhri,CPI,777,0.0000,SP,8,1.39
128|337,128,337,312,Raghopur,RJD,38174,0.2000,RJD,50,8.94
123|91,123,91,479,Hajipur,BJP,2990,0.0200,RJD,151,22.88
132|77,132,77,356,Warisnagar,JDU,13801,0.0700,INC,173,34.95
133|163,133,163,335,Samastipur,RJD,4714,0.0300,INC,327,47.39
128|337,128,337,312,Raghopur,RJD,38174,0.2000,BSP,484,86.58
154|19,154,19,313,Pirpainti,BJP,27019,0.1400,INC,245,37.87
123|183,123,183,349,Hajipur,BJP,2990,0.0200,RJD,187,45.72
128|337,128,337,312,Raghopur,RJD,38174,0.2000,IND,3,0.54
123|184,123,184,433,Hajipur,BJP,2990,0.0200,BSP,304,67.11
128|169,128,169,314,Raghopur,RJD,38174,0.2000,RJD,34,5.17
154|37,154,37,310,Pirpainti,BJP,27019,0.1400,JD(U),350,63.18
137|212,137,212,426,Mohiuddinnagar,BJP,15114,0.1000,RJD,257,48.86
137|6,137,6,327,Mohiuddinnagar,BJP,15114,0.1000,IND,10,3.28
123|188,123,188,315,Hajipur,BJP,2990,0.0200,BSP,145,22.91
123|188,123,188,315,Hajipur,BJP,2990,0.0200,IND,10,1.58
123|84,123,84,409,Hajipur,BJP,2990,0.0200,IND,5,0.79
140|77,140,77,335,Hasanpur,RJD,21139,0.1300,BSP,447,62.96
128|169,128,169,314,Raghopur,RJD,38174,0.2000,IND,4,0.61
141|11,141,11,300,Cheria Bariarpur,RJD,40897,0.2700,BJP,444,57.51
128|319,128,319,318,Raghopur,RJD,38174,0.2000,RJD,78,19.8
143|182,143,182,303,Teghra,CPI,47979,0.2900,IND,3,0.42
131|260,131,260,467,Kalyanpur,JDU,10251,0.0600,INC,289,38.43
131|260,131,260,467,Kalyanpur,JDU,10251,0.0600,IND,23,3.06
14|140,14,140,302,Govindganj,BJP,27924,0.1900,VIP,137,31.21
141|11,141,11,300,Cheria Bariarpur,RJD,40897,0.2700,IND,5,0.65
144|115,144,115,496,Matihani,LJP,333,0.0000,CPI,193,50.52
146|216,146,216,366,Begusarai,BJP,4554,0.0200,BJP,413,66.61
146|290,146,290,327,Begusarai,BJP,4554,0.0200,BJP,269,70.42
146|216,146,216,366,Begusarai,BJP,4554,0.0200,CPI,140,22.58
100|148,100,148,357,Barauli,BJP,14155,0.0800,CPI,18,2.51
146|292,146,292,533,Begusarai,BJP,4554,0.0200,CPI,174,26.44
146|295,146,295,426,Begusarai,BJP,4554,0.0200,BJP,251,62.75
146|217,146,217,395,Begusarai,BJP,4554,0.0200,IND,4,0.56
146|295,146,295,426,Begusarai,BJP,4554,0.0200,CPI,131,32.75
100|200,100,200,463,Barauli,BJP,14155,0.0800,VIP,184,30.98
146|323,146,323,323,Begusarai,BJP,4554,0.0200,CPI,245,34.51
146|290,146,290,327,Begusarai,BJP,4554,0.0200,CPI,95,24.87
147|230,147,230,417,Bakhri,CPI,777,0.0000,BJP,429,74.61
147|230,147,230,417,Bakhri,CPI,777,0.0000,CPI,117,20.35
100|30,100,30,466,Barauli,BJP,14155,0.0800,CPI,2,0.37
153|256,153,256,325,Gopalpur,JDU,24461,0.1500,JD(U),381,81.76
146|297,146,297,308,Begusarai,BJP,4554,0.0200,IND,2,0.34
100|62,100,62,306,Barauli,BJP,14155,0.0800,VIP,126,18.13
146|301,146,301,336,Begusarai,BJP,4554,0.0200,BJP,326,58.84
123|189,123,189,435,Hajipur,BJP,2990,0.0200,IND,3,0.44
155|192,155,192,347,Kahalgaon,BJP,42893,0.2100,BSP,2,0.34
128|290,128,290,326,Raghopur,RJD,38174,0.2000,BSP,117,20.31
154|300,154,300,325,Pirpainti,BJP,27019,0.1400,JD(U),354,49.1
146|314,146,314,474,Begusarai,BJP,4554,0.0200,IND,2,0.31
154|274,154,274,344,Pirpainti,BJP,27019,0.1400,INC,187,49.6
155|224,155,224,339,Kahalgaon,BJP,42893,0.2100,BSP,23,4.52
123|189,123,189,435,Hajipur,BJP,2990,0.0200,RJD,249,36.46
156|30,156,30,301,Bhagalpur,INC,1113,0.0100,INC,76,20
154|37,154,37,310,Pirpainti,BJP,27019,0.1400,INC,137,24.73
123|192,123,192,310,Hajipur,BJP,2990,0.0200,BSP,502,82.98
154|40,154,40,302,Pirpainti,BJP,27019,0.1400,JD(U),111,15.93
144|114,144,114,518,Matihani,LJP,333,0.0000,AD,0,0
157|189,157,189,309,Sultanganj,JDU,11565,0.0700,RJD,115,22.91
155|175,155,175,450,Kahalgaon,BJP,42893,0.2100,INC,97,24.49
158|15,158,15,492,Nathnagar,RJD,7756,0.0400,JD(U),322,41.44
160|289,160,289,318,Dhauraiya,RJD,2687,0.0200,RJD,222,33.74
128|319,128,319,318,Raghopur,RJD,38174,0.2000,BSP,270,68.53
144|114,144,114,518,Matihani,LJP,333,0.0000,CPI,85,49.13
156|30,156,30,301,Bhagalpur,INC,1113,0.0100,JD(U),281,73.95
123|192,123,192,310,Hajipur,BJP,2990,0.0200,RJD,69,11.4
123|84,123,84,409,Hajipur,BJP,2990,0.0200,BSP,223,35.17
132|220,132,220,313,Warisnagar,JDU,13801,0.0700,IND,40,6.13
14|140,14,140,302,Govindganj,BJP,27924,0.1900,BJP,268,61.05
146|217,146,217,395,Begusarai,BJP,4554,0.0200,BJP,433,60.47
123|91,123,91,479,Hajipur,BJP,2990,0.0200,IND,5,0.76
157|49,157,49,317,Sultanganj,JDU,11565,0.0700,IND,3,0.53
146|276,146,276,368,Begusarai,BJP,4554,0.0200,IND,1,0.21
158|169,158,169,346,Nathnagar,RJD,7756,0.0400,INC,559,93.17
140|260,140,260,436,Hasanpur,RJD,21139,0.1300,CPM,159,39.16
143|228,143,228,300,Teghra,CPI,47979,0.2900,CPI,258,28.54
158|184,158,184,307,Nathnagar,RJD,7756,0.0400,INC,275,95.49
143|244,143,244,380,Teghra,CPI,47979,0.2900,BJP,414,60.79
128|204,128,204,308,Raghopur,RJD,38174,0.2000,IND,15,2.56
159|317,159,317,324,Amarpur,JDU,3114,0.0200,IND,5,1.64
144|106,144,106,314,Matihani,LJP,333,0.0000,BJP,432,49.94
16|238,16,238,308,Kalyanpur,RJD,1193,0.0100,IND,12,1.99
155|192,155,192,347,Kahalgaon,BJP,42893,0.2100,INC,143,24.2
146|293,146,293,472,Begusarai,BJP,4554,0.0200,IND,11,1.55
144|113,144,113,304,Matihani,LJP,333,0.0000,BJP,51,40.8
156|109,156,109,317,Bhagalpur,INC,1113,0.0100,BSP,5,0.58
156|109,156,109,317,Bhagalpur,INC,1113,0.0100,JD(U),669,77.43
144|114,144,114,518,Matihani,LJP,333,0.0000,BJP,84,48.55
128|204,128,204,308,Raghopur,RJD,38174,0.2000,RJD,296,50.6
144|115,144,115,496,Matihani,LJP,333,0.0000,AD,1,0.26
146|295,146,295,426,Begusarai,BJP,4554,0.0200,IND,1,0.25
128|232,128,232,333,Raghopur,RJD,38174,0.2000,BSP,134,32.84
160|276,160,276,312,Dhauraiya,RJD,2687,0.0200,IND,5,1.09
128|232,128,232,333,Raghopur,RJD,38174,0.2000,IND,11,2.7
144|116,144,116,370,Matihani,LJP,333,0.0000,AD,1,0.42
160|276,160,276,312,Dhauraiya,RJD,2687,0.0200,JD(U),359,78.04
161|27,161,27,401,Banka,BJP,16828,0.1100,RJD,278,46.26
146|293,146,293,472,Begusarai,BJP,4554,0.0200,CPI,200,28.21
158|169,158,169,346,Nathnagar,RJD,7756,0.0400,JD(U),9,1.5
146|297,146,297,308,Begusarai,BJP,4554,0.0200,BJP,446,75.59
163|45,163,45,406,Belhar,JDU,2473,0.0100,IND,4,1.17
146|298,146,298,396,Begusarai,BJP,4554,0.0200,IND,1,0.2
139|299,139,299,307,Rosera,BJP,35744,0.2000,INC,131,30.32
146|315,146,315,455,Begusarai,BJP,4554,0.0200,CPI,155,35.47
128|342,128,342,302,Raghopur,RJD,38174,0.2000,RJD,488,62.48
146|327,146,327,312,Begusarai,BJP,4554,0.0200,IND,2,0.47
164|300,164,300,453,Tarapur,JDU,7225,0.0400,IND,1,0.22
143|228,143,228,300,Teghra,CPI,47979,0.2900,BJP,623,68.92
154|219,154,219,333,Pirpainti,BJP,27019,0.1400,INC,269,38.76
144|106,144,106,314,Matihani,LJP,333,0.0000,CPI,353,40.81
161|29,161,29,307,Banka,BJP,16828,0.1100,JD(U),411,74.46
154|98,154,98,394,Pirpainti,BJP,27019,0.1400,JD(U),306,46.22
155|155,155,155,329,Kahalgaon,BJP,42893,0.2100,BSP,3,0.88
155|155,155,155,329,Kahalgaon,BJP,42893,0.2100,INC,68,19.94
181|114,181,114,358,Digha,BJP,46073,0.2700,IND,1,0.19
146|298,146,298,396,Begusarai,BJP,4554,0.0200,CPI,163,32.15
178|157,178,157,339,Mokama,RJD,35757,0.2500,RJD,354,70.94
144|116,144,116,370,Matihani,LJP,333,0.0000,BJP,116,48.54
146|241,146,241,358,Begusarai,BJP,4554,0.0200,CPI,345,40.97
161|29,161,29,307,Banka,BJP,16828,0.1100,RJD,109,19.75
146|290,146,290,327,Begusarai,BJP,4554,0.0200,IND,3,0.79
161|36,161,36,407,Banka,BJP,16828,0.1100,RJD,91,14.15
163|38,163,38,313,Belhar,JDU,2473,0.0100,JD(U),255,47.05
163|38,163,38,313,Belhar,JDU,2473,0.0100,RJD,221,40.77
163|45,163,45,406,Belhar,JDU,2473,0.0100,RJD,83,24.34
146|292,146,292,533,Begusarai,BJP,4554,0.0200,BJP,444,67.48
181|101,181,101,330,Digha,BJP,46073,0.2700,BJP,198,33.62
165|315,165,315,311,Munger,BJP,1244,0.0100,IND,3,0.52
165|315,165,315,311,Munger,BJP,1244,0.0100,JD(U),137,23.54
146|292,146,292,533,Begusarai,BJP,4554,0.0200,IND,6,0.91
173|127,173,127,328,Rajgir,JDU,16048,0.1000,CPI(ML)(L),525,87.65
146|297,146,297,308,Begusarai,BJP,4554,0.0200,CPI,131,22.2
173|127,173,127,328,Rajgir,JDU,16048,0.1000,JD(U),16,2.67
176|158,176,158,374,Nalanda,JDU,16077,0.1000,SKVP,8,1.41
178|157,178,157,339,Mokama,RJD,35757,0.2500,JD(U),96,19.24
181|142,181,142,401,Digha,BJP,46073,0.2700,INC,115,31.59
146|301,146,301,336,Begusarai,BJP,4554,0.0200,CPI,193,34.84
181|101,181,101,330,Digha,BJP,46073,0.2700,INC,363,61.63
146|301,146,301,336,Begusarai,BJP,4554,0.0200,IND,3,0.54
146|314,146,314,474,Begusarai,BJP,4554,0.0200,CPI,151,23.67
155|175,155,175,450,Kahalgaon,BJP,42893,0.2100,BSP,2,0.51
146|325,146,325,333,Begusarai,BJP,4554,0.0200,BJP,322,66.94
150|171,150,171,354,Beldaur,JDU,5108,0.0300,IND,5,0.77
152|124,152,124,324,Bihpur,BJP,6129,0.0400,BSP,43,5.67
152|124,152,124,324,Bihpur,BJP,6129,0.0400,INC,324,42.74
152|124,152,124,324,Bihpur,BJP,6129,0.0400,JD(U),328,43.27
146|325,146,325,333,Begusarai,BJP,4554,0.0200,CPI,146,30.35
155|224,155,224,339,Kahalgaon,BJP,42893,0.2100,JD(U),347,68.17
181|107,181,107,353,Digha,BJP,46073,0.2700,BJP,114,20.96
181|192,181,192,367,Digha,BJP,46073,0.2700,BJP,285,47.34
155|44,155,44,354,Kahalgaon,BJP,42893,0.2100,BSP,8,1.48
150|171,150,171,354,Beldaur,JDU,5108,0.0300,BSP,314,48.16
153|256,153,256,325,Gopalpur,JDU,24461,0.1500,IND,7,1.5
150|171,150,171,354,Beldaur,JDU,5108,0.0300,CPM,290,44.48
133|163,133,163,335,Samastipur,RJD,4714,0.0300,IND,3,0.43
181|194,181,194,340,Digha,BJP,46073,0.2700,IND,1,0.16
181|192,181,192,367,Digha,BJP,46073,0.2700,IND,5,0.83
137|212,137,212,426,Mohiuddinnagar,BJP,15114,0.1000,BJP,212,40.3
181|305,181,305,451,Digha,BJP,46073,0.2700,IND,0,0
153|259,153,259,330,Gopalpur,JDU,24461,0.1500,INC,324,83.94
139|299,139,299,307,Rosera,BJP,35744,0.2000,IND,4,0.93
154|19,154,19,313,Pirpainti,BJP,27019,0.1400,BSP,3,0.46
153|259,153,259,330,Gopalpur,JDU,24461,0.1500,IND,9,2.33
140|225,140,225,340,Hasanpur,RJD,21139,0.1300,CPM,279,70.81
181|322,181,322,312,Digha,BJP,46073,0.2700,BJP,161,58.76
156|279,156,279,301,Bhagalpur,INC,1113,0.0100,BSP,0,0
140|225,140,225,340,Hasanpur,RJD,21139,0.1300,IND,29,7.36
140|260,140,260,436,Hasanpur,RJD,21139,0.1300,BSP,160,39.41
154|274,154,274,344,Pirpainti,BJP,27019,0.1400,JD(U),152,40.32
154|19,154,19,313,Pirpainti,BJP,27019,0.1400,JD(U),339,52.4
141|11,141,11,300,Cheria Bariarpur,RJD,40897,0.2700,CPI,252,32.64
154|300,154,300,325,Pirpainti,BJP,27019,0.1400,INC,288,39.94
154|40,154,40,302,Pirpainti,BJP,27019,0.1400,INC,463,66.43
155|181,155,181,313,Kahalgaon,BJP,42893,0.2100,INC,110,27.85
181|324,181,324,306,Digha,BJP,46073,0.2700,BJP,291,64.1
181|325,181,325,500,Digha,BJP,46073,0.2700,IND,2,0.37
155|181,155,181,313,Kahalgaon,BJP,42893,0.2100,JD(U),254,64.3
181|325,181,325,500,Digha,BJP,46073,0.2700,INC,189,34.87
181|326,181,326,375,Digha,BJP,46073,0.2700,INC,139,30.09
181|352,181,352,327,Digha,BJP,46073,0.2700,INC,65,48.51
155|190,155,190,408,Kahalgaon,BJP,42893,0.2100,INC,158,23.83
181|328,181,328,334,Digha,BJP,46073,0.2700,BJP,243,38.21
155|44,155,44,354,Kahalgaon,BJP,42893,0.2100,INC,468,86.51
181|329,181,329,465,Digha,BJP,46073,0.2700,INC,105,30.09
143|244,143,244,380,Teghra,CPI,47979,0.2900,CPI,241,35.39
156|279,156,279,301,Bhagalpur,INC,1113,0.0100,INC,55,31.43
182|344,182,344,301,Bankipur,BJP,39036,0.2800,INC,89,37.87
156|294,156,294,308,Bhagalpur,INC,1113,0.0100,BSP,8,1.46
181|339,181,339,381,Digha,BJP,46073,0.2700,INC,110,30.9
154|219,154,219,333,Pirpainti,BJP,27019,0.1400,JD(U),264,38.04
156|294,156,294,308,Bhagalpur,INC,1113,0.0100,INC,482,87.96
144|116,144,116,370,Matihani,LJP,333,0.0000,CPI,117,48.95
157|306,157,306,310,Sultanganj,JDU,11565,0.0700,IND,4,0.66
146|299,146,299,419,Begusarai,BJP,4554,0.0200,BJP,544,77.38
157|306,157,306,310,Sultanganj,JDU,11565,0.0700,JD(U),400,65.79
181|345,181,345,381,Digha,BJP,46073,0.2700,BJP,205,61.75
157|309,157,309,313,Sultanganj,JDU,11565,0.0700,RJD,113,21.44
146|314,146,314,474,Begusarai,BJP,4554,0.0200,BJP,473,74.14
181|358,181,358,325,Digha,BJP,46073,0.2700,IND,14,2.1
181|399,181,399,318,Digha,BJP,46073,0.2700,BJP,357,66.73
158|192,158,192,319,Nathnagar,RJD,7756,0.0400,JD(U),482,61.56
181|94,181,94,304,Digha,BJP,46073,0.2700,INC,386,77.05
16|238,16,238,308,Kalyanpur,RJD,1193,0.0100,BJP,188,31.13
182|344,182,344,301,Bankipur,BJP,39036,0.2800,BJP,131,55.74
16|238,16,238,308,Kalyanpur,RJD,1193,0.0100,VIP,367,60.76
186|335,186,335,392,Danapur,RJD,15924,0.0900,BJP,482,63.09
160|289,160,289,318,Dhauraiya,RJD,2687,0.0200,JD(U),372,56.53
186|335,186,335,392,Danapur,RJD,15924,0.0900,JVM,2,0.26
146|315,146,315,455,Begusarai,BJP,4554,0.0200,BJP,269,61.56
186|314,186,314,425,Danapur,RJD,15924,0.0900,JVM,1,0.27
154|274,154,274,344,Pirpainti,BJP,27019,0.1400,BSP,8,2.12
186|68,186,68,427,Danapur,RJD,15924,0.0900,BJP,271,59.3
146|323,146,323,323,Begusarai,BJP,4554,0.0200,BJP,441,62.11
186|335,186,335,392,Danapur,RJD,15924,0.0900,RJD,242,31.68
154|37,154,37,310,Pirpainti,BJP,27019,0.1400,BSP,1,0.18
163|44,163,44,502,Belhar,JDU,2473,0.0100,IND,4,0.92
163|44,163,44,502,Belhar,JDU,2473,0.0100,JD(U),278,64.2
187|1,187,1,326,Maner,RJD,32917,0.1700,BJP,252,61.61
146|327,146,327,312,Begusarai,BJP,4554,0.0200,BJP,331,78.44
181|307,181,307,384,Digha,BJP,46073,0.2700,BJP,128,59.81
164|300,164,300,453,Tarapur,JDU,7225,0.0400,BSP,32,6.93
19|100,19,100,367,Motihari,BJP,14645,0.0800,IND,1,0.13
19|110,19,110,322,Motihari,BJP,14645,0.0800,VIP,90,14.42
146|327,146,327,312,Begusarai,BJP,4554,0.0200,CPI,73,17.3
153|256,153,256,325,Gopalpur,JDU,24461,0.1500,INC,46,9.87
19|123,19,123,432,Motihari,BJP,14645,0.0800,IND,0,0
156|279,156,279,301,Bhagalpur,INC,1113,0.0100,JD(U),112,64
153|259,153,259,330,Gopalpur,JDU,24461,0.1500,JD(U),20,5.18
154|219,154,219,333,Pirpainti,BJP,27019,0.1400,BSP,20,2.88
156|294,156,294,308,Bhagalpur,INC,1113,0.0100,JD(U),41,7.48
164|300,164,300,453,Tarapur,JDU,7225,0.0400,RJD,421,91.13
154|98,154,98,394,Pirpainti,BJP,27019,0.1400,INC,291,43.96
19|133,19,133,330,Motihari,BJP,14645,0.0800,IND,1,0.23
19|135,19,135,410,Motihari,BJP,14645,0.0800,IND,0,0
181|101,181,101,330,Digha,BJP,46073,0.2700,IND,1,0.17
181|107,181,107,353,Digha,BJP,46073,0.2700,IND,4,0.74
181|108,181,108,300,Digha,BJP,46073,0.2700,IND,3,0.58
186|68,186,68,427,Danapur,RJD,15924,0.0900,JVM,4,0.88
155|175,155,175,450,Kahalgaon,BJP,42893,0.2100,JD(U),276,69.7
19|141,19,141,409,Motihari,BJP,14645,0.0800,BJP,347,85.05
156|306,156,306,303,Bhagalpur,INC,1113,0.0100,BSP,7,1.19
181|119,181,119,393,Digha,BJP,46073,0.2700,BJP,379,76.88
154|98,154,98,394,Pirpainti,BJP,27019,0.1400,BSP,11,1.66
157|306,157,306,310,Sultanganj,JDU,11565,0.0700,RJD,156,25.66
181|142,181,142,401,Digha,BJP,46073,0.2700,IND,3,0.82
155|155,155,155,329,Kahalgaon,BJP,42893,0.2100,JD(U),240,70.38
155|181,155,181,313,Kahalgaon,BJP,42893,0.2100,BSP,1,0.25
187|1,187,1,326,Maner,RJD,32917,0.1700,JVM,3,0.73
19|141,19,141,409,Motihari,BJP,14645,0.0800,IND,0,0
155|190,155,190,408,Kahalgaon,BJP,42893,0.2100,JD(U),457,68.93
19|158,19,158,559,Motihari,BJP,14645,0.0800,BJP,377,84.53
181|327,181,327,342,Digha,BJP,46073,0.2700,BJP,205,42.44
157|49,157,49,317,Sultanganj,JDU,11565,0.0700,JD(U),430,75.97
181|181,181,181,394,Digha,BJP,46073,0.2700,BJP,74,14.92
181|327,181,327,342,Digha,BJP,46073,0.2700,IND,8,1.66
19|159,19,159,371,Motihari,BJP,14645,0.0800,VIP,69,19.38
155|192,155,192,347,Kahalgaon,BJP,42893,0.2100,JD(U),409,69.2
19|170,19,170,448,Motihari,BJP,14645,0.0800,BJP,207,40.27
155|44,155,44,354,Kahalgaon,BJP,42893,0.2100,JD(U),8,1.48
157|309,157,309,313,Sultanganj,JDU,11565,0.0700,JD(U),321,60.91
159|317,159,317,324,Amarpur,JDU,3114,0.0200,JD(U),171,56.07
187|1,187,1,326,Maner,RJD,32917,0.1700,RJD,134,32.76
181|213,181,213,461,Digha,BJP,46073,0.2700,INC,375,83.71
157|49,157,49,317,Sultanganj,JDU,11565,0.0700,RJD,117,20.67
161|27,161,27,401,Banka,BJP,16828,0.1100,SP,1,0.17
181|339,181,339,381,Digha,BJP,46073,0.2700,IND,0,0
156|109,156,109,317,Bhagalpur,INC,1113,0.0100,INC,123,14.24
19|179,19,179,327,Motihari,BJP,14645,0.0800,BJP,300,60.98
181|119,181,119,393,Digha,BJP,46073,0.2700,IND,1,0.2
181|307,181,307,384,Digha,BJP,46073,0.2700,INC,83,38.79
156|306,156,306,303,Bhagalpur,INC,1113,0.0100,INC,544,92.83
181|344,181,344,449,Digha,BJP,46073,0.2700,BJP,183,53.98
181|322,181,322,312,Digha,BJP,46073,0.2700,INC,103,37.59
181|324,181,324,306,Digha,BJP,46073,0.2700,INC,153,33.7
189|76,189,76,349,Masaurhi,RJD,32227,0.1700,BSP,6,0.68
181|345,181,345,381,Digha,BJP,46073,0.2700,IND,2,0.6
157|189,157,189,309,Sultanganj,JDU,11565,0.0700,IND,3,0.6
181|346,181,346,312,Digha,BJP,46073,0.2700,BJP,131,39.94
19|123,19,123,432,Motihari,BJP,14645,0.0800,VIP,118,20.14
181|272,181,272,421,Digha,BJP,46073,0.2700,BJP,283,69.36
19|126,19,126,467,Motihari,BJP,14645,0.0800,BJP,89,16.86
157|309,157,309,313,Sultanganj,JDU,11565,0.0700,IND,5,0.95
181|346,181,346,312,Digha,BJP,46073,0.2700,IND,1,0.3
19|180,19,180,334,Motihari,BJP,14645,0.0800,VIP,229,41.86
181|272,181,272,421,Digha,BJP,46073,0.2700,INC,115,28.19
158|15,158,15,492,Nathnagar,RJD,7756,0.0400,IND,14,1.8
158|184,158,184,307,Nathnagar,RJD,7756,0.0400,JD(U),4,1.39
181|272,181,272,421,Digha,BJP,46073,0.2700,IND,3,0.74
158|15,158,15,492,Nathnagar,RJD,7756,0.0400,INC,345,44.4
19|185,19,185,392,Motihari,BJP,14645,0.0800,BJP,109,47.19
181|326,181,326,375,Digha,BJP,46073,0.2700,IND,0,0
