Surname,Count
anamdada,1
lamgattu,1
chaturabadi,1
sapahani,1
rajavala,1
shahabuddima,1
nabilasaim,1
karimudvina,1
pravani,1
adhuni,1
bhulavana,1
ramapukari,1
rmulana,1
phakiraudina,1
akimauddina,1
zamirudina,1
khavvari,1
khaiurla,1
ramasarupasahani,1
suresakumara,1
nishpada,1
sukhali,1
lasmila,1
gaiasudina,1
godhaita,1
mukeshvara,1
kolendevala,1
mokamji,1
saravago,1
bidhananda,1
shiribhagvana,1
parasaunikhema,1
motallipa,1
saॉika,1
sataguru,1
husnadina,1
miramadika,1
hadiemama,1
vishvanathasimha,1
sujiya,1
go.di,1
sampurnananda,1
tajmudina,1
phsiuddina,1
vashiyuddina,1
kasihuddina,1
sekhailiyasa,1
nidhiki,1
mauidina,1
hakiraudina,1
bindalala,1
neyaju,1
shasma,1
siniha,1
isarailau,1
pharimullaha,1
sikiriya,1
chakradhara,1
munhajuddina,1
asamulla,1
lamnana,1
jyayuddina,1
shahanuddhina,1
shamkaraprasada,1
bhushona,1
badarujida,1
khabiraudina,1
kurachana,1
tebaka,1
basudana,1
mamgalasama,1
imdramohana,1
kusumaudina,1
abdalulaha,1
nejmuddina,1
halimullaha,1
nibiko,1
ajimamula,1
kaphima,1
madadina,1
shaimudina,1
abbasula,1
khgatuna,1
anichu,1
miragani,1
molaisha,1
shekhaganaura,1
snaullha,1
ashuka,1
sahmohmada,1
abadulamannana,1
samasata,1
sallaudidana,1
yajula,1
taphajullaha,1
aiphajula,1
hujesaina,1
jeyaa,1
aubaidulaalaha,1
montasara,1
makrami,1
shanoja,1
jaimurudina,1
mustahida,1
nevajuddina,1
tujarara,1
jahavari,1
phrioza,1
isumahamada,1
moyam,1
girijananda,1
`mushtikama,1
raphipha,1
taiyaja,1
jasurudina,1
bhaitnha,1
namta,1
ajbiullaha,1
jhunjhuna,1
mahatabaalama,1
ludhina,1
misholala,1
vodara,1
atalu,1
sababuddina,1
phadina,1
urasata,1
madhusena,1
oliyasa,1
ovailallaha,1
tasdu,1
kandeshvara,1
shekhashalima,1
momatajira,1
kalarasula,1
tijaba,1
mumtuna,1
tasaamudadina,1
priyamkara,1
firyaja,1
samjayasavana,1
jamabuddhina,1
soyaaiba,1
kholadina,1
matoma,1
junaphra,1
samirauddvina,1
sabuka,1
meinudina,1
tagaru,1
michuuddina,1
keyuna,1
madaga,1
ghusudina,1
naimuhina,1
abbika,1
orasti,1
mstupha,1
keyamudhina,1
nurhe.da,1
yesamina,1
samullha,1
hasmullha,1
dhamka.da,1
pargani,1
prasadapasavana,1
shekhalaudina,1
rotmmada,1
jagarnatha,1
jakkiudina,1
kamarujzama.n,1
phakihujjama,1
sekhalisa,1
mokaliyamullaha,1
nasuda,1
lahiddina,1
munimdra,1
[atala,1
krishigiri,1
chiramjana,1
kamakheya,1
ajabulaha,1
ajabailaha,1
rupavamti,1
krrishnanaadara,1
alimujjma,1
satyapriya,1
ndanaha,1
bughana,1
khailullaha,1
senyuriya,1
nageshvera,1
madbuva,1
taphaphu,1
japhpharullaha,1
jajapharullaha,1
abdadullaha,1
badarujjoha,1
jakarulaha,1
mo0qadira,1
hafijalaha,1
salahudin,1
anisui,1
anishurrahamana,1
sanahullaha,1
oliulaha,1
rmusha,1
hotri,1
millaha,1
jagiraya,1
ka.nra,1
ugresha,1
sephata,1
mulaatifa,1
ranasaida,1
brahameshvara,1
smbhu,1
krrishnabihari,1
maishahudaurarahamana,1
avullaha,1
motana,1
omaisha,1
shekharajula,1
lajara,1
jagaha,1
khusanamda,1
iiraphalalaha,1
phekhu,1
maullaha,1
bakhashisa,1
phaijajula,1
mutiurrahamana,1
emamudvina,1
saphaturrahamana,1
mullha,1
kamirullaha,1
svaamarudina,1
jabrudadina,1
hiphijurahmana,1
yebadurrahmana,1
phejanullaha,1
ajmatullaha,1
masihujja,1
phakarudi,1
ellahi,1
abalaisha,1
bholajima,1
imtijula,1
kkrkahamana,1
abulsa,1
rahimaullaha,1
mataja,1
abulaishabumlaisha,1
alahudina,1
hajullaha,1
shivagatulaha,1
avareja,1
vasamula,1
taparadina,1
dugalu,1
zulphikara,1
shphiula,1
bhorli,1
iramana,1
nadalala,1
millata,1
ujiurahamana,1
abulisa,1
kumudadina,1
ahmana,1
ilasa,1
ejajurrahamana,1
mo.isaraphila,1
rahimallaha,1
ataurarehamana,1
shaphimohammada,1
avinasa,1
shvarama,1
rasuma,1
jauvaira,1
shobrati,1
jaitulaha,1
kashphuddoza,1
mojirbuhamana,1
shamimakhana,1
maihamda,1
mo0vajaira,1
mo0asharapha,1
mo0mazida,1
innamullaha,1
salamorina,1
jikakhallaha,1
mo0nakipha,1
maitullaha,1
jikrrillaha,1
samarulahaka,1
salafi,1
shahabullaha,1
thakurna,1
shuraja,1
rahamutullaha,1
shaukhta,1
chunu,1
lakhamira,1
intahajula,1
vnabira,1
dabari,1
maheda,1
amsarika,1
shamsulakamara,1
nazamina,1
khaudadina,1
mo0atikurrahamana,1
sheakhatara,1
haiyaja,1
mirakayuma,1
jikalaha,1
zikrulla,1
harichamdrama,1
bahalolapura,1
maharajagamja,1
vedila,1
khadami,1
sumayahembrana,1
chiragaali,1
yaphana,1
hathakura,1
munatajima,1
seharudina,1
aubudullaha,1
akhtarfa,1
amrarullaha,1
miroza,1
husainana,1
jikurullaha,1
samidrarhamana,1
anavarulhaka,1
asanurata,1
dhakavi,1
ganimahamda,1
sakaullaha,1
samadvina,1
mahameda,1
hassiburra,1
mordana,1
janaraila,1
najirullaha,1
knautlaha,1
najumudvina,1
amulaha,1
monatjira,1
muratuna,1
umarali,1
mamura,1
jamarullaha,1
amera,1
vesaila,1
osaila,1
jakirullaha,1
sheaeba,1
jabbasara,1
hephazata,1
vajairem,1
jallaha,1
amamanullaha,1
rajayeta,1
havivallaha,1
najamujzama.n,1
pamanu,1
asadhu,1
ghafari,1
basajhopa,1
sauraja,1
ramaneresha,1
vrridavana,1
gupharadina,1
gyasouddina,1
sarakatu,1
moshialama,1
lalachaudhari,1
layabahadura,1
mesta,1
kumajha,1
goshovami,1
jakuullaha,1
mohammadejakira,1
khenaharu,1
nureilahi,1
bahabullaha,1
atabila,1
jahurudadina,1
vasiulalaha,1
jajamila,1
jikulaha,1
matiurahamanu,1
japaprakasha,1
jikuralaha,1
ramparveshakumara,1
mainuladdina,1
kamatula,1
shamasujajama,1
jikiullaha,1
bshisha,1
saburahamana,1
riphayata,1
anasathi,1
alamai,1
haqaamsari,1
jajala,1
anseri,1
munshari,1
bindyachala,1
saurama,1
husayna,1
biguchamda,1
mnaivara,1
kumarapa,1
mithalesa,1
saphaurrahamana,1
muratujam,1
shefartaullala,1
tahula,1
imteyaha,1
shagina,1
kamaluddinana,1
asmataullaha,1
kusdhara,1
viddarthi,1
pamdey,1
lakhadeva,1
yakrama,1
shrikusuma,1
modivula,1
idagiri,1
munshvara,1
jafaraali,1
jemtula,1
umadala,1
phakarujama,1
samsaina,1
bchena,1
gorvadhana,1
ateullaha,1
vasavasa,1
majagula,1
saphetuna,1
vajirudina,1
hakijuddina,1
rurana,1
tulashyana,1
saragavati,1
vilagami,1
gujari,1
bavarchi,1
trivedhi,1
chovi,1
gosmi,1
gosvati,1
kahamra,1
simha.dha,1
sonkara,1
sachita,1
cherasiya,1
brahamachaya,1
gomna,1
khushayodina,1
islamodina,1
saiharudvina,1
seharudvina,1
kilamudina,1
shmama,1
chanodevi,1
ashiva,1
ghusarudadina,1
harakima,1
ashgara,1
mijam,1
ranakhara,1
brajaraja,1
sehata,1
kashfi,1
samashila,1
hasanajani,1
shablu,1
anavaraumala,1
vahidakham,1
moyunudina,1
chaturvedika,1
tiripurari,1
jahanavi,1
shejada,1
mohasnaina,1
phajalakham,1
simaba,1
neyamtullha,1
mohmamda,1
akhasara,1
harda,1
minhajauddina,1
asadama,1
iqebala,1
nojamuddina,1
anidauddina,1
ularana,1
zeba,1
mamgalananda,1
samardina,1
mo0rahamudvina,1
pharamata,1
k?yumadadvina,1
phakhuuddina,1
saphishaha,1
kansyakara,1
sva0nejamuddina,1
muninarayana,1
paramina,1
chaurashya,1
vamsharopana,1
kalohaddina,1
ahmadha,1
yatamina,1
shamaulla,1
chamdradhana,1
istayakha,1
ashokalala,1
chtu,1
khilafa,1
motajuddina,1
dhosi,1
rgora,1
parasatatha,1
koskara,1
gurudasa,1
nisamudahhina,1
museri,1
idarasa,1
karika,1
mahika,1
pravakhkhara,1
rastegi,1
mophakarudina,1
soharavardi,1
gafarunadina,1
ahamau,1
nashrulalha,1
japharaimama,1
alipulaha,1
rahamatulala,1
bishena,1
chati,1
najimuddhina,1
mirachaniya,1
simdabaja,1
devavamshalala,1
supanamiyam,1
dherama,1
disilva,1
dimda,1
chndravanshi,1
padovishavasa,1
suryyasi,1
brajanandana,1
mamjada,1
upendramamjada,1
cherio,1
chamdravashim,1
yaiya.n,1
paॉndeya,1
simgfha,1
svanokara,1
bukasha,1
busira,1
safedala,1
makirudadina,1
divedida,1
abnasari,1
lechchandravanshi,1
chaudharichaudhari,1
pa.dhaka,1
begaunshi,1
parasadda,1
achamala,1
saudaakhtara,1
binunaddina,1
kurashai,1
hayama,1
sovami,1
belavara,1
dukata,1
ajoddhalala,1
daraparilala,1
kailashanoniyara,1
mubinuddina,1
rarasula,1
gan.da,1
jabvarakha,1
gadeha.di,1
vidura,1
gohasvami,1
saphihajama,1
dharmaja,1
apudina,1
chambela,1
jagosimha,1
chotelalchauhana,1
shrivakarma,1
salimatelara,1
paradumana,1
ssharma,1
jayaprakashasimha,1
yaradvaja,1
phahimavaksa,1
simraja,1
hossaina,1
kaamra,1
sirajdina,1
taiyudina,1
krrishnachamda,1
abusamam,1
orala,1
kutuva,1
chehagu,1
chauhana`,1
svimha,1
jabbarauddina,1
isamabula,1
ranapratapa,1
udadrrina,1
devandana,1
barajemdara,1
rikesha,1
pachasi,1
vileja,1
narayanavarma,1
yayasa,1
jerara,1
traivara,1
pharidina,1
rajavamshi[],1
halkhu,1
tamgaji,1
khatebuka,1
karalusha,1
momalata,1
rovilala,1
kiyaphata,1
baladina,1
alaphada,1
gulavodina,1
sva0jalaluddina,1
udipana,1
chualala,1
sanakara,1
beashapati,1
usamina,1
aburarahamana,1
gaula,1
kapiladevaraprasada,1
chu.nchana,1
animulla,1
phalauddina,1
bhataa,1
alivak?sha,1
kayuna,1
jhahija,1
idashaha,1
mujivi,1
barnambala,1
domanika,1
anayama,1
chandraka,1
da.csa,1
kalimujama,1
nurutahoda,1
sunadara,1
takhem,1
mahashamkara,1
suhasariya,1
bhomana,1
tubo,1
shikoha,1
rpasj~na,1
virenadaarra,1
nandalalachaudhari,1
maradama,1
kugupta,1
musamana,1
bholashamkara,1
shamashudadhina,1
dastagiara,1
bhumeshara,1
mainauddhina,1
someba,1
mujiburakha,1
isarela,1
shhana,1
budadyana,1
sudira,1
pharukhdina,1
paravashrivastava,1
chubaya,1
bhagatasha,1
isphakue,1
sasasuddina,1
anisuzzama,1
hajimunnu,1
shoyaaiba,1
mokitana,1
nandakishoramahato,1
iddina,1
nrrishi0,1
khudabak?sha,1
chitrakara,1
vihu,1
srvavbrahamdeva,1
praviena,1
namdushaha,1
mushekha,1
bavasha,1
shlima,1
saraphraja,1
keshadina,1
saimudaina,1
thave,1
jamadani,1
bunda,1
dilabhara,1
saphurdina,1
shiddikue,1
ra.da,1
basishtha,1
vahradara,1
dukheshvara,1
jummara,1
sakatara,1
chandoravidasa,1
bhuiya|,1
rsama,1
magarodina,1
isalaphila,1
monasa,1
ke.,1
nandbhala,1
alajadida,1
sahateli,1
haphijullah,1
raghavalala,1
istrayala,1
phalamudadina,1
avadulamajida,1
sunayata,1
svaminathaprasada,1
phimela,1
dipanatha,1
umatarasula,1
belaludina,1
raphiulaha,1
meslodadina,1
hajaradina,1
halimamiyam,1
sahebahusena,1
nibhaji,1
priyadarshini,1
avhida,1
pabhurama,1
prabhosa,1
ritu,1
nalinakamta,1
satirama,1
gajanabi,1
kaॉrava,1
dughada,1
harimndra,1
ramusaha,1
samsulahaka,1
emulahaka,1
shrivautava,1
alisana,1
netama,1
aphataullaha,1
madiyara,1
koroshi,1
`rama,1
mansurafi,1
maibudina,1
roga,1
tajamohhhmada,1
prabhadevi,1
dhupaprasada,1
manirullaha,1
karamudvina,1
vaguddina,1
husnodina,1
musakalimullaha,1
nasihata,1
hanila,1
samiallaha,1
inasaha,1
deurama,1
jadurama,1
seiphula,1
musatepha,1
saraphudadani,1
budhae,1
"kaleshvara,",1
lataramachamdra,1
svajayanarayana,1
visamilla,1
shivaravata,1
rajukumara,1
kharavata,1
vishnuhari,1
mamkadina,1
kuvarba,1
hiraravata,1
bularahamana,1
shriraviramjana,1
sarfidina,1
garaju,1
sakichamda,1
muniravata,1
amiurrahamana,1
sariphamiyam,1
banarasilala,1
shvedina,1
ravadina,1
gedala,1
bhachaka,1
miyamda,1
paladhari,1
manih,1
phaterasula,1
janavarali,1
ikushavaha,1
satnaraya,1
ajaylala,1
chodababu,1
manarakhabhagana,1
phruka,1
asimakaraisi,1
shekhadastagira,1
chandraprasada,1
ballaha,1
miua,1
remajudvina,1
amsarida,1
vijekara,1
tosepha,1
arepha,1
basuka,1
khaboradi,1
rameshapasi,1
maophazala,1
bhailasu,1
jadidurrahamana,1
bhodaka,1
nurulaislama,1
pharidu,1
gkga,1
bikashabihari,1
mamjhja,1
sharuphudina,1
salaudinana,1
julabana,1
jayadrataprasada,1
motabudina,1
shamiulahaka,1
asheshara,1
arkodina,1
ganesvara,1
biahari,1
mitalesha,1
samhaha,1
ahmadda,1
aravina,1
shnabhu,1
bamabhola,1
sharmara,1
laddaka,1
romamsa,1
saunaka,1
abatulaha,1
mustakava,1
jahaba,1
dhesha,1
jaureja,1
phiradaupa,1
ksabjusa,1
imarozaalana,1
naksa,1
mugafara,1
raphimka,1
rajjake,1
raphikrri,1
paira,1
bhosila,1
mohiudadhina,1
enrahma,1
bahima,1
shahaja,1
khi.dhahari,1
khidahari,1
rajhamsha,1
`siha,1
devisa,1
kjumara,1
sohadata,1
ehsaha,1
badadaudadina,1
rizabana,1
ihatoshama,1
vindesvari,1
budara,1
ghona,1
jori,1
yadavanna,1
lakshya,1
razaulamustafa,1
sintu,1
lukamanaha,1
mosanna,1
hashum,1
habiburhaqmana,1
anavaralala,1
po=ddhara,1
pasadasaha,1
lalamaোহna,1
kumarisimha,1
yamgesvara,1
dhananujaya,1
kumapara,1
"mahadi,",1
belayata,1
jaruka,1
kaushra,1
narjana,1
muketasarayadava,1
modushira,1
jabularahamana,1
nurulahida,1
aiyuka,1
tanvvera,1
sambbara,1
shararma,1
iasa,1
khaum,1
jainarayana,1
mo.kamaruddina,1
nesha|,1
chaodhri,1
chaubepura,1
imdarva,1
shekharakumara,1
salimuddena,1
mayuba,1
tasovvara,1
taiyana,1
sharadina,1
pejiyara,1
kagva,1
kumarra,1
samhagi,1
ganosha,1
navalapasavana,1
soharabakham,1
muoisaraila,1
nejayaudina,1
manjhana,1
kaimaraujjama,1
saniahamada,1
halida,1
chitabana,1
shairu,1
kuro,1
hamadilli,1
masaruddyina,1
asaruddyina,1
kunula,1
latarana,1
abukaisha,1
ibala,1
shekhashahamata,1
gaiphuja,1
muthirda,1
afajalura,1
minahada,1
rasomani,1
khavima,1
masaru,1
kunakanu,1
upadhyaha,1
ma.ndela,1
sekhaaslama,1
shibarara,1
subhahanu,1
saloma,1
havaja,1
nadu,1
rajjba,1
dapsa,1
malakada,1
jhumi,1
kashna,1
seraya,1
ge,1
musataki,1
samtokhi,1
sharmo,1
yaugendra,1
suletara,1
murasada,1
dilaroza,1
"amsara,",1
noshad,1
muraarshida,1
ustakara,1
simayata,1
shukakara,1
vasako,1
musaruna,1
bajaudvina,1
supola,1
oragajeba,1
hedaba.cnda,1
poddharau,1
vagardai,1
kamamti,1
samsudajoha,1
sitaladasa,1
pamgiyara,1
sibarara,1
monisha,1
baraji,1
tapasi,1
genalala,1
ishvar,1
charkavarti,1
shubala,1
shadana,1
bhashana,1
tavavaba,1
taphiraudina,1
jarabudina,1
aphijudina,1
saharabano,1
julafokara,1
meharadi,1
timajudi,1
safiruddina,1
rezabula,1
vausapha,1
bansphoda,1
jilurrahamana,1
uedina,1
makaraba,1
mokali,1
khajara,1
murshalimna,1
ansula,1
bavakali,1
chagga,1
sojina,1
sarvisesa,1
manirajaka,1
bagaveya,1
mandareshvara,1
valanadapha,1
ma‌fuzmana,1
bahhida,1
amsiri,1
isilama,1
mayabula,1
vakumara,1
navagaurava,1
bamgale,1
hauli,1
basudevadasa,1
chodhyari,1
niyajaalama,1
ba.nsa,1
pamjairaya,1
bausaphoda,1
janakapura,1
mamjhai,1
charanamitra,1
bephana,1
pramamdala,1
mostakila,1
sasila,1
pamnalala,1
gasulajana,1
parabata,1
tapashiya,1
jhamimda,1
im,1
ikhtekhara,1
asebula,1
faisaudina,1
lagena,1
bodura,1
jayaramalala,1
sabauddina,1
vesa,1
shanevaja,1
khenura,1
tajallu,1
akabarali,1
istakharula,1
habibaamsari,1
motimamsuri,1
sakuramamsuri,1
ashila,1
abasa|,1
phainata,1
,1
povai,1
ayika,1
khirataru,1
usarana,1
aphadarula,1
gajemdraprasada,1
adhira,1
sabnama,1
rajaya,1
haddisa,1
satare,1
ojahata,1
muslilma,1
munajirula,1
mustaha,1
jammala,1
baidura,1
munane,1
chandrabhamdari,1
momtasira,1
dunaara,1
ramabujhavana,1
bhamadari,1
mohamadajabbara,1
vikauamsari,1
monaushara,1
shahana,1
feyaja,1
imteyataja,1
khusharula,1
alaudaddina,1
phurarahamana,1
nisaaruddina,1
barkasa,1
zikullaha,1
moizaddina,1
lesha,1
ajaraharudadina,1
jaiyanudvina,1
mukalesha,1
pavai,1
aradipa,1
ilahibaksa,1
mokslama,1
pharudadina,1
pharbudina,1
sanura,1
ekila,1
jmaluddina,1
ramviriksha,1
sudishta,1
ramaudara,1
alamuda,1
murtu~ni,1
lalabana,1
shahamirula,1
moinudadana,1
khalekujjma,1
haisaina,1
bashirana,1
subhajana,1
sobaira,1
aliilama,1
sadija,1
mohagaphphara,1
atauirama.cna,1
najarulaislama,1
idihasha,1
naphijula,1
bildu,1
sahimudvina,1
paichu,1
bakhatara,1
gapharo,1
mutta,1
orkama,1
bodala,1
gohmamada,1
phidarisa,1
hiphazudadina,1
qamaruzzamaॉ,1
demmana,1
boduda,1
dularai,1
thaku.dara,1
memhatha,1
ramanihoramishra,1
mahaphujarrahamana,1
mobajere,1
guddana,1
phulabhara,1
mohamadakasima,1
iliyamsa,1
maihara,1
sadiba,1
arso,1
savirula,1
badaula,1
moisharaila,1
ekshlakha,1
ezera,1
tabijula,1
basiya,1
nurujjamana,1
rasiula,1
jamilakhatuna,1
saiyupha,1
sujahida,1
khatunsahida,1
milakara,1
framutha,1
khukira,1
rene,1
valiura,1
paduda,1
jobira,1
sushahana,1
ansariba,1
kyoma,1
lukhai,1
bodhisekha,1
etibula,1
samashuja.nha,1
tarahudi,1
torika,1
hushnabanu,1
badhiujjama,1
hamijudvina,1
shahadeba,1
musatopha,1
kalumora,1
sahareaja,1
msima,1
abulasha,1
nathaka,1
j~nanata,1
sahajani,1
sarapharavadadina,1
jatam,1
shobita,1
khasaru,1
bhimeshvara,1
peyare,1
momudu,1
tamsira,1
basaraudina,1
shehajada,1
mirayasina,1
pida,1
malabakhsha,1
mauhamamada,1
hababullaha,1
jayo,1
istakharudina,1
istakharuddina,1
klemudina,1
marijavana,1
phiradosta,1
joshimuddina,1
hikayada,1
nakhulalha,1
balomallika,1
pim~nata,1
meheshina,1
mainaruddina,1
shaaiba,1
abdurushakura,1
isateyarava,1
vanshalala,1
shifaganullaha,1
shukha,1
isasamaila,1
ragini,1
nishahala,1
intejayaja,1
urashaida,1
husnu,1
ijjama,1
madihujjama,1
mahidu,1
momuddha,1
dureshi,1
shauyava,1
badarujjuma,1
amithala,1
kalaya,1
najemuddina,1
milani,1
thakura`,1
ageriya,1
siyalalarama,1
mamnura,1
naiyaba,1
majaula,1
ramaviraji,1
ramaparichana,1
nijajamudadina,1
rahmattula,1
nematulahara,1
mosoyeva,1
mojamashaida,1
mojiyaudina,1
hassanaina,1
mosanauddina,1
sibbatullaha,1
ureda,1
zakiuddina,1
raheva,1
idarrasa,1
bham~nari,1
sahajanarayana,1
kamarulajamma,1
abaduda,1
amiranatha,1
nageshvaraprasada,1
saharudvina,1
usamada,1
lalima,1
habbana,1
mumgani,1
auvaisa,1
momushtaka,1
momuphida,1
ratoki,1
dhirenalala,1
dhalabaudina,1
alabadina,1
kuroji,1
alitalaha,1
simghava,1
gapphura,1
shimgharama,1
bagmali,1
salahauddhina,1
sagura,1
mohammadaayuba,1
maharaza,1
khalikuka,1
jadama,1
ramjagata,1
bunniraya,1
kailashamahato,1
ramaparichchana,1
sorama,1
bhaskarama,1
ma~njuda,1
minasaja,1
fuladhana,1
pesira,1
maphudana,1
durajamana,1
valisatara,1
pundeva,1
mahamara,1
janabuddina,1
sainirauddina,1
maniruddhina,1
samsatauhida,1
hammidulla,1
mujaphpharabahauddina,1
asadubla,1
jallauddhina,1
nasadadina,1
idasisa,1
imtakahaba,1
rajra,1
rasidujjema,1
nadika,1
yasinauddhina,1
ahamadae,1
panadita,1
akele,1
saidujama,1
nandanaraya,1
rarshida,1
reyajauddhina,1
bhulachana,1
nandakisho,1
patelu,1
'ramjana,1
paraso,1
hajipura,1
hin,1
chaurasiyara,1
shahanemaja,1
segadara,1
halipa,1
babona,1
asatujajama,1
sabijama,1
kyumara,1
nijhala,1
ullahamiya.n,1
sapheula,1
khainahara,1
jamariyara,1
shrivasatavari,1
prachi,1
krishora,1
huna,1
khadina,1
masaddina,1
saphuraddina,1
siddiqli,1
satadi,1
shavisharkama,1
amirajana,1
robidasa,1
mahamtya,1
khusimda,1
haijuna,1
julaseda,1
pualu,1
michalu,1
maniduddina,1
husnedyi,1
borahi,1
hodaa,1
jaiharuddina,1
jivasha,1
chavare,1
mikhurama,1
istyaqa,1
ismaika,1
abhasa,1
soriva,1
manatakhava,1
araphira,1
hilasi,1
`khatana,1
ijalala,1
saddima,1
kaurasi,1
pamodanarayana,1
isatarama,1
samjima,1
nauve,1
gulasa,1
shabbula,1
nijamadaudina,1
mahabubakuraisi,1
mdaalima,1
etsama,1
murasarata,1
samssula,1
bhagarati,1
gumjiyala,1
brahamanarayana,1
payame,1
prasadaya,1
suvairi,1
mirtujaya,1
haravanadala,1
mohapatra,1
bashala,1
chatarvedi,1
krrishanadeva,1
pasvnava,1
jahialama,1
ramachandrara,1
ramabhadra,1
oni,1
choduhri,1
vema,1
bishumdeo,1
hadita,1
siyaudina,1
parsa,1
amnuramjana,1
chauurasiya,1
anarya,1
shivajiprasada,1
sigesvarachaudhari,1
nasami,1
devarshi,1
sinaha.n,1
makata,1
khagendra,1
muahamada,1
musahubudina,1
savudvina,1
patheshvara,1
makta,1
sapadina,1
vaphima,1
shoena,1
khasila,1
rajbudina,1
abadali,1
ènulahakaka,1
jaikisuna,1
shivachanadara,1
juramana,1
kumarachaidhari,1
narayanapasavana,1
hasnu,1
muinuuddina,1
devaraॉya,1
brajanadana,1
vasmuddina,1
pumja,1
abdurjaka,1
ojah,1
aimuddina,1
`shava,1
ilphata,1
ajmatulla,1
pamnva,1
shaddhati,1
chaurasishya,1
chaud~ngari,1
nijakudvina,1
pratava,1
shvistava,1
chaॉpa,1
asaraalama,1
mukhalisha,1
ajayagula,1
maiphujula,1
mouddina,1
utlaha,1
hebana,1
karmulalha,1
jayabhagavana,1
ishtayaqa,1
khatou.n,1
ikhalahaka,1
yakimudadina,1
mojmbara,1
maheudadina,1
sarayuma,1
akabarauli,1
masihujma,1
kuraisaha,1
mahamsa,1
mustakuemuddina,1
chochari,1
moudvina,1
kuimari,1
pandenya,1
mulahara,1
shrivavatava,1
buddharaja,1
gaurishankarsaha,1
ajimja,1
phulenalala,1
shalamuddina,1
ishrahida,1
nota,1
qamanuzzama,1
charanabhagata,1
manindra,1
thitalaraya,1
vivekanada,1
digdhi,1
idrilisa,1
`mohammada,1
vadrealama,1
choruya,1
machchulala,1
jaleshavara,1
namdumahato,1
phakana,1
azimadadina,1
chaudaaeri,1
ramaishvararaya,1
sakindra,1
ishvarabhagata,1
chandeshvarabhagata,1
nageshvaragata,1
hrridisa,1
chamndesga,1
denasha,1
rajichva,1
haphag.dha,1
mamthu,1
hasnauna,1
abdulahalila,1
samiuzzama.n,1
nirodha,1
kurati,1
krriitanarayana,1
chimnatamana,1
harinaraya,1
samiulahasana,1
islamala,1
isarilala,1
baighanatha,1
daddana,1
kumarashantananda,1
gramashevaka,1
jivanarayana,1
maktanamda,1
malalauddhina,1
phakhayaudina,1
pasayi,1
saha.,1
suryamukhi,1
gopalapasada,1
urrahmana,1
padhora,1
sasiha,1
shailakumari,1
gorda,1
ramaanugraha,1
charanararama,1
mukhopadhya,1
maharajaha,1
........,1
ghanashyamadasa,1
jayasavalu,1
vindeshtri,1
dhanela,1
gulenura,1
mahamudvina,1
nurahaqa,1
bhekhi,1
alikadara,1
anjuna,1
sirajuddaula,1
jhuri,1
shahanavata,1
phajalakarima,1
jasarullaha,1
chagala,1
rajakeshvarasimha,1
shrisvastava,1
rojidina,1
manajida,1
maramadi,1
naguidarina,1
mudahara,1
mumaa,1
paramhansha,1
tivasi,1
mahavadina,1
radrasauddina,1
keshamudina,1
jafiraudina,1
asiruddyina,1
banabira,1
koluva,1
madandi,1
lalamohamda,1
kalimuduna,1
rasadi,1
sararuddina,1
kadaruddina,1
mirageyasudina,1
mobiudvina,1
shurshida,1
mirakalamudina,1
phalamudvida,1
nathula,1
samaluddina,1
apasa,1
katadadina,1
jamulaila,1
ramavana,1
lakshminiya,1
chandrabamsi,1
mikhii,1
somarumochi,1
chadrani,1
keshanathasimha,1
pabhu,1
shambhunarayana,1
raralogi,1
pyari,1
udvddhaya,1
shamastera,1
vasiruddvina,1
irdarisha,1
idaripa,1
shahuddidam,1
gauhana,1
mosamsuddina,1
gula\guliya,1
shahamohamada,1
mohannada,1
vatuphani,1
sahavaraja,1
gausaudina,1
kureraisi,1
tauhina,1
ऑlaaujaddina,1
sekudina,1
jaffira,1
sihiki,1
vilalaudina,1
aijajma,1
jayavasaavala,1
rano,1
`mistri,1
panatati,1
siddhanathaprasada,1
usaprabhana,1
rajeshvaradhari,1
jasari,1
satva,1
sharvanakara,1
upade,1
dhiha,1
mashuhara,1
shih,1
sonadhari,1
harichauhana,1
pajiraddina,1
nuramahamamada,1
kasinatha,1
abudulaha,1
eshasha,1
mujaveda,1
mokamarudvina,1
musaarura,1
muinayataullaha,1
imqalaba,1
amsarara,1
serajuhina,1
shokahavata,1
samasutor,1
kamhu,1
subrahmanyuma,1
sa.ndilya,1
ochi,1
rameshachandradata,1
makaladeva,1
bashiraudavina,1
suphasana,1
sobarani,1
uvaidu,1
mamjhirajana,1
damkshita,1
krsaha,1
pakaka,1
nabhiuddina,1
tainaba,1
bigaru,1
janauddina,1
vim.da,1
mobabujana,1
mugaeyasaudavina,1
araphauddina,1
husaue.n,1
sabjifarosha,1
abdulallaha,1
rojamudvina,1
misj~ni,1
jisamudadina,1
fakudyina,1
negamudadina,1
bind,1
bahudina,1
kammudina,1
vasachadhava,1
mujami,1
ha.nsadak,1
hasaya,1
phocho,1
vidheshvara,1
jyuma,1
basora,1
reyajaudavina,1
dandita,1
mochiba,1
monirudina,1
monidina,1
naiyudina,1
muralaja,1
arashadaarasada,1
buchivinda,1
vahuri,1
phahimaudadina,1
karimabaksa,1
amrritamshu,1
rasadha,1
khatri`,1
ikarumalahaka,1
udarishi,1
nistara,1
irasyada,1
vasamtaraja,1
dipnarayna,1
shanuda,1
lagala,1
radusa,1
riside,1
