Surname,Count
phaiyajula,5
tullu,5
nijamaudvina,5
abusara,5
shrivasva,5
dhatabara,5
nalina,5
rraprasada,5
sumera,5
jami,5
manihara,5
zaharuddina,5
saphikulla,5
jhubara,5
salamoddina,5
ramasumdara,5
jamilaakhtara,5
naimoddina,5
varida,5
nejavata,5
phajalurarahamana,5
alaphoddina,5
tarachamda,5
hakimodina,5
samerula,5
shahanevaja,5
naisada,5
sidhi,5
najimaudina,5
khelaphata,5
kashipha,5
kamaraujjama,5
muskana,5
kumaravarma,5
nurahaka,5
ramija,5
mahima,5
asakara,5
priyamshu,5
hasamodina,5
vimdeshvara,5
vanu,5
imitayaja,5
nilamani,5
jhapasu,5
vannu,5
nijavata,5
ebrara,5
appu,5
mida,5
asmana,5
janu,5
mokamala,5
ajjama,5
hasamulla,5
imsapha,5
vidha,5
biresha,5
bakarudina,5
himashu,5
najamaudadina,5
mobarika,5
koshika,5
ramakarana,5
malalika,5
sighaniya.n,5
nila,5
jadura,5
komala,5
shabura,5
phajarlarahamana,5
amerika,5
chauhara,5
kharavala,5
ulahaka,5
soraja,5
jamo,5
jubbara,5
dukharana,5
mojibulla,5
bashera,5
mayuri,5
kyamauddina,5
safara,5
akhalada,5
mursalina,5
sariphuddina,5
uromva,5
brrijamohana,5
rdasa,5
amabashta,5
arpana,5
ramavalaka,5
mojiburahmana,5
ruga.cta,5
sanabara,5
jainulauddina,5
jivarajika,5
thakuraya,5
navada,5
amsai,5
mahuli,5
anugraha,5
chamdramohana,5
jagadisa,5
sharavara,5
monuddina,5
bhavani,5
jamili,5
samatali,5
bhattu,5
sutara,5
sakalena,5
kullaha,5
muniba,5
hasirauddina,5
khuddi,5
sariphaudina,5
mahina,5
bati,5
sariphudina,5
yaqina,5
malala,5
nishata,5
palavana,5
thukura,5
marani,5
rakibauddina,5
bhutato,5
shyamabahadura,5
tohita,5
samita,5
taluja,5
papapu,5
manobbara,5
rajahula,5
chausiya,5
rriishideva,5
phiyaja,5
enoddina,5
nira,5
raisoddina,5
kamalaudvina,5
moqima,5
jalaja,5
kole,5
asmatullaha,5
varki,5
bakhtara,5
bamke,5
bashaki,5
umeda,5
ikvala,5
mukhopadhyaya,5
ramakeshvara,5
gvaliya,5
anavaraali,5
chandralala,5
reyaji,5
chadha,5
mohatasiba,5
rujavana,5
ustada,5
ajimuddhina,5
ramju,5
mirashada,5
savaliya,5
shahanura,5
maiudina,5
revadi,5
jayapala,5
ehari,5
priyatama,5
sukumara,5
yaduvamshi,5
baitah,5
kamamjhi,5
laiyya,5
akabaraali,5
phidahusaina,5
ainulahaqa,5
amiraudvina,5
.dhadhi,5
shaharuma,5
rajala,5
shamsuzzoha,5
alikha,5
chandreshvara,5
mashuma,5
sarifuddina,5
jhamgara,5
phucho,5
suratalala,5
raisodina,5
tababa,5
rakhe,5
sikimdara,5
lalabanda,5
amiruddhina,5
ehtasama,5
saphiraudadina,5
rishayasana,5
shyamaji,5
prassada,5
motivula,5
mo0jabira,5
jirajisa,5
bikki,5
rajisha,5
nivada,5
motalima,5
israfila,5
gyashuddina,5
mo0ali,5
shairula,5
chana,5
hakiruddina,5
shahvaza,5
baunai,5
hanumana,5
dha.ngara,5
sharida,5
bidyarthi,5
bigana,5
mujamamila,5
sakarudadina,5
mustajira,5
nadasa,5
narayanasimha,5
raghavemdra,5
ranabira,5
monaushada,5
sadata,5
imamaudvina,5
ubedulla,5
patasu,5
majidina,5
gidi,5
pakkhu,5
minatulaha,5
majamila,5
hemma,5
doda,5
kalpu,5
chandrana,5
zakiullaha,5
shyamala,5
lahora,5
khushbudadina,5
prabhuji,5
sahajananda,5
ajimodina,5
bindra,5
maravariya,5
himdi,5
musatakina,5
abedura,5
soi,5
hasanaimama,5
alabudina,5
gata,5
sirajulahaka,5
samiulahaka,5
shashtri,5
vijapuriya,5
malalha,5
kauyuma,5
talina,5
rikyashana,5
bhaimya,5
shamshudina,5
manasara,5
amju,5
bajulahaka,5
makku,5
nagena,5
tuphanu,5
dirvedi,5
kutubaudadina,5
jumara,5
hasamataullaha,5
imaja,5
sahadina,5
imajauddina,5
athara,5
hasadam,5
chaturi,5
vasiqa,5
qasami,5
mosida,5
jalimuddina,5
barakati,5
kitabauddina,5
nabisa,5
soharaja,5
enatullaha,5
hashamuddina,5
kuyuma,5
musatpha,5
dusa,5
namirudadina,5
raya',5
nidhana,5
janeshvara,5
mamaludina,5
jharula,5
ahamadulla,5
jogindara,5
chamdrabamsi,5
inamudina,5
mahatou,5
ghistu,5
pprasada,5
rathau.da,5
sufeda,5
kavirudina,5
shalamata,5
gujjana,5
prataba,5
samadana,5
khadaka,5
bashida,5
bhulai,5
belaluddina,5
samullaha,5
ainda,5
dabala,5
gapharudina,5
mogalajana,5
paॉdeya,5
yadarava,5
bakaulla,5
nathana,5
babita,5
lobo,5
shahidurrahamana,5
bismila,5
masana,5
talifa,5
sanatana,5
manali,5
bemga,5
muja,5
chapa.diya,5
chaighari,5
majistara,5
gohara,5
kurausi,5
rajalala,5
phido,5
dahina,5
soharabuddina,5
naphiluddina,5
bausaka,5
ratanesha,5
pitarsa,5
devo,5
sherajaudina,5
siyasarana,5
vavujana,5
sahebalala,5
shidika,5
gulasana,5
piramahammada,5
lakshmikamta,5
samimuddina,5
rahamadina,5
johanisa,5
brajamohana,5
mosama,5
kasautiyara,5
chiraku,5
gulasara,5
kimdo,5
kasabula,5
vishvamitra,5
ma.n,5
hemalata,5
jatashamkara,5
khvaja,5
anavarudina,5
tajibula,5
avara,5
motaba,5
phaimuddina,5
chakura,5
bedua,5
upadayaya,5
mamdalaka,5
haralalaka,5
idamahammada,5
ashamahammada,5
humayum,5
nasiruuddina,5
ramggva,5
marshala,5
dabirudadina,5
sira,5
simha[],5
ragosvami,5
jaima,5
ramapratapa,5
hakura,5
ramasha,5
budharama,5
bunilala,5
jaishvala,5
vitari,5
upa0,5
masalahudina,5
mirajudina,5
ramasvapa,5
parve,5
anisuddina,5
fayaka,5
shamasujjuha,5
nehalauddina,5
sninha,5
misatara,5
abesha,5
prasasa,5
gulli,5
pulakita,5
hasanayana,5
sarbhoddina,5
sahevalala,5
islamoddina,5
sapharudadina,5
mukti,5
jhapasa,5
hasanaraja,5
negaru,5
chaudha,5
phirojaudina,5
domu,5
sajaudadina,5
phuchai,5
visvanatha,5
simdiki,5
rasikalala,5
mojiburramana,5
husani,5
ekabali,5
gesula,5
bajauddina,5
najiuddina,5
tudaddu,5
lado,5
makhana,5
rajahusaina,5
majadina,5
abhilasha,5
marai,5
dhirendra,5
basukinatha,5
emthani,5
gulasaida,5
tibula,5
tepu,5
hamidura,5
raphijudina,5
mudvina,5
jakari,5
samvara,5
sahajahana,5
daka,5
taju,5
kharem,5
mukhalesha,5
rajzaqa,5
jamiudina,5
sotena,5
samajapati,5
panamahamada,5
rephakata,5
vasina,5
hasa,5
momokima,5
mutaliva,5
alphajuddina,5
nakchedi,5
khusara,5
sairuna,5
bodhu,5
megharaja,5
giradharilala,5
kabatulla,5
dumgadumga,5
mojila,5
neima,5
ahamadi,5
tetaru,5
jejani,5
vidyapati,5
nala,5
phudari,5
tafijula,5
medula,5
katanu,5
sabo,5
navijula,5
arija,5
beta,5
gusula,5
daraivara,5
minata,5
chalani,5
kutaya,5
gujaya,5
tabajula,5
kejuma,5
yoganarayana,5
pajirauddina,5
mohasena,5
sademana,5
ustura,5
hasibulla,5
behara,5
hasna,5
rajadina,5
mamgena,5
bagata,5
gharabharana,5
astara,5
homsada,5
khusharuddina,5
ramachanda,5
rashoda,5
kandulana,5
taima,5
punama,5
nujamudina,5
shinha,5
sarovara,5
dumgaravala,5
phajirauddina,5
kuosimha,5
mohadina,5
khushamahamada,5
lalavabu,5
somaru,5
buchura,5
jhunajhuna,5
istapha,5
shariphudina,5
imamauddhina,5
jyaulahaka,5
sanima,5
ghosa',5
jummadina,5
shaqiqa,5
sajahana,5
haida,5
japhi,5
kudus,5
mauddina,5
purnavasi,5
emteyaza,5
narottama,5
ananta,5
imaraila,5
mamjana,5
varajahana,5
ajabbara,5
lukamuddina,5
jaruddina,5
sarpudina,5
lutaphura,5
balla,5
shyamananda,5
chauradhari,5
hussem,5
malekusatura,5
rabina,5
shajada,5
saharodina,5
taluka,5
asaraka,5
ashvani,5
sumdarama,5
abujhara,5
vakkara,5
bahradara,5
kubina,5
basiraudadina,5
jhajha,5
habibarrahamana,5
vavalu,5
soibura,5
hashama,5
sauddina,5
mumsi,5
lakhapati,5
kuosiha,5
samasheda,5
shora,5
jamaiyara,5
nityananda,5
isamana,5
rukamuddina,5
vayuda,5
hina,5
isumiyam,5
rajagira,5
dhanavara,5
ahasada,5
salmuddina,5
mo0manira,5
chamaroddina,5
seru,5
gajala,5
`kumara,5
rriishadeva,5
kkumara,5
raphiudadina,5
shatru,5
kyamudadina,5
pamdila,5
vindhyachala,5
umanatha,5
ajiruddina,5
ajanabi,5
makeshvara,5
isupa,5
naphisha,5
mamdale,5
kamuruddina,5
domaya,5
menana,5
sahaudina,5
nuraudadina,5
israhila,5
nuraena,5
ishraphila,5
najimudadina,5
dhuvanarayana,5
shrivasrava,5
miam,5
evarara,5
vehabuda,5
nababula,5
sonipha,5
biyani,5
prasau,5
thadiya,5
ki,5
omakara,5
hasabullaha,5
dinu,5
samiuddhina,5
majina,5
ayyasa,5
hasanana,5
jauvvada,5
imamadina,5
bharti,5
phuli,5
chaunari,5
basharuddina,5
premasagara,5
phirana,5
mumkhiya,5
tajauddhina,5
mumara,5
jhara,5
pharada,5
mojibarrahamana,5
bhadiya,5
parakha,5
mo0nathuni,5
jalali,5
karayuma,5
mushakila,5
tauriya,5
sachadeva,5
sukaradina,5
baisa,5
bagabaiya,5
mehamtara,5
p,5
shadiqa,5
rahamataali,5
bahura,5
jullu,5
nabila,5
salami,5
mamj~ni,5
ramashobhita,5
jaimuddina,5
hasivurrahamana,5
bhimdvara,5
kalamtri,5
sthana,5
karina,5
omkaranatha,5
jahudina,5
kuisa,5
molla,5
demo,5
shabadula,5
gulamuhammada,5
jaituna,5
jakadina,5
salahaita,5
ekata,5
imtaza,5
gorahana,5
sadikha,5
sharaphu,5
ailahi,5
uparojhiya,5
musakuliya,5
tavira,5
phahami,5
dohare,5
hemamta,5
firadausi,5
kabara,5
ekalaki,5
manama,5
.dha.dhi,5
mohashina,5
abaisa,5
ajala,5
irsada,5
mo0hakima,5
kamu,5
japhadina,5
mauju,5
ghogara,5
bhamjhi,5
shokataali,5
sarapharoja,5
mahatmana,5
mahatamana,5
manno,5
taigara,5
kaudhari,5
phatehapuriya,5
nejamaudadina,5
kapaira,5
savarnakara,5
nakacheda,5
ramaturi,5
balagovimda,5
kaivata,5
naimulahaka,5
ramavahadura,5
mahaseta,5
partihasta,5
anamulahaka,5
salimaudvina,5
panamde,5
tasalila,5
kamalakara,5
hariprasada,5
saniruddina,5
pathika,5
pemdita,5
bhabhi,5
jainulaavadina,5
phajirudina,5
azimullaha,5
oshi,5
ahalubaliya,5
mirajuddina,5
chunana,5
kami,5
dhanadhaniya.n,5
"pasavana,",5
simgjha,5
chamdababu,5
saphima,5
najula,5
sabajala,5
bota,5
bahada,5
rikiyasa,5
sahau,5
ledhu,5
yiadava,5
prasadda,5
saphidula,5
salakata,5
dashani,5
riyashata,5
batto,5
mamdala`,5
devada,5
hajika,5
moahamada,5
butai,5
moalaudina,5
maddhesiya,5
martuja,5
yakinuddina,5
haiyula,5
naranoli,5
bhagoriya,5
bijaka,5
mamchala,5
viraju,5
prajapti,5
badiujjema,5
bauni,5
geyasudadina,5
raya],5
julpheqara,5
pharuna,5
jasara,5
atisha,5
jamasaudina,5
bhuja,5
dhodhaya,5
mustara,5
duivedi,5
gulamanavi,5
maujahida,5
sarita,5
simhayadava,5
aravaja,5
shamsi,5
abasi,5
hanno,5
agnihoti,5
garodiya,5
rasipha,5
hemmabrama,5
ramasaha,5
amarudvina,5
samtu,5
phulmohammada,5
monehala,5
navujana,5
kasimaudina,5
vazida,5
khadavara,5
makshuda,5
shaipha,5
shoiba,5
mofijula,5
sobhi,5
kistu,5
imtekhaba,5
sarvadhikari,5
dalaniya,5
isho,5
jayagovinda,5
chandradasa,5
pajiruddina,5
kamalauddhina,5
nishana,5
giradhara,5
teresa,5
kannojiya,5
atauddina,5
simghba,5
shivalochana,5
hannama,5
sakita,5
hashiba,5
hemajali,5
bhukhala,5
jadu,5
saphikurahamana,5
phochai,5
tapasa,5
shamashaha,5
najhya,5
ganapati,5
pamchanamda,5
vikesha,5
phulbabu,5
ehamada,5
rauda,5
solomana,5
raie,5
nuraali,5
ambeya,5
bastava,5
ashahaba,5
shyamanamdana,5
sonama,5
himamsu,5
sorona,5
baji,5
heranu,5
shii,5
pahalada,5
aubedullaha,5
yadava[],5
jayamta,5
devagama,5
asmudina,5
nesarula,5
ishtakhara,5
ajimaudvina,5
mamjari,5
japhallaha,5
raphudina,5
zabeda,5
mamdapa,5
safatullaha,5
mayananda,5
raphiujama,5
vigaha,5
chamari,5
thamkura,5
jaraha,5
chaudri,5
mehamuddina,5
ènula,5
mahibulla,5
ramalayaka,5
phetana,5
baigama,5
mamsudi,5
vasiahamada,5
gasvami,5
tetari,5
abuddina,5
nasuruddina,5
iliyaja,5
sephi,5
amudina,5
amarulaha,5
rri,5
phirayada,5
ona,5
dvarikanatha,5
posana,5
mobila,5
mahomada,5
bhokata,5
ataba,5
mo0shakura,5
chumana,5
gutta,5
pharayada,5
haphijudvina,5
vajima,5
hasabuddina,5
badrinatha,5
ketabula,5
lohari,5
kauraishi,5
abulasa,5
me,5
mesara,5
mohibudina,5
abusalaha,5
vasharata,5
phauda,5
sano,5
benedikta,5
philipa,5
urauvam,5
sahaja,5
brahima,5
hebrahima,5
punusa,5
udava,5
piasavana,5
ruhi,5
ovaidullaha,5
ila,5
kisamha,5
ayajula,5
saphipha,5
devasiya,5
balavara,5
mamgatu,5
saphiurahamana,5
phurkana,5
istekara,5
kharbara,5
phuchana,5
phaika,5
rezaullaha,5
najamujjama,5
majiraudina,5
avajala,5
tohira,5
shahalama,5
jasida,5
kitavula,5
savji,5
moshalima,5
nurasadi,5
jadira,5
guputa,5
poshadara,5
asirudvina,5
satyanarana,5
mojira,5
saijuba,5
mosamasudina,5
mokaiyuma,5
paudrara,5
navivaksa,5
pata,5
hayatulla,5
khutuna,5
simghha,5
tahala,5
alimauddhina,5
alimadina,5
vakhkho,5
moasphaka,5
kajala,5
muzzammila,5
phojaila,5
maslayuddina,5
khallaka,5
anisudina,5
mahuri,5
ilamasa,5
panavali,5
samuela,5
dikruja,5
vadaluma,5
aubesha,5
aujera,5
hasnana,5
mamna,5
shali,5
nava,5
jhami,5
moamina,5
sho,5
bulaha,5
alaluddina,5
mujapphara,5
bhaku,5
kusamuddina,5
lalarama,5
mojubaira,5
musakima,5
sabara,5
naisa,5
shadava,5
tota,5
haro,5
sharmai,5
rajaulla,5
chodhuri,5
tamta,5
bhamgata,5
sahha,5
disva,5
ajebula,5
iuba,5
ritalala,5
shikariya,5
ranu,5
muhamamada,5
sadvika,5
pomdara,5
yalama,5
gurucharana,5
sahajuddina,5
piyaru,5
katika,5
kalimoddina,5
sahaboddina,5
pamjiara,5
abada,5
jaishavala,5
rachaudhari,5
kalipha,5
motiurrahmana,5
amjula,5
patni,5
ugra,5
tasirauddina,5
mosadi,5
bhairava,5
largera,5
malara,5
shikamdara,5
sadikamiyam,5
jamuruddina,5
neta,5
ekhalaqa,5
majadula,5
siyalala,5
rajamana,5
jubaraila,5
bhuskuliya,5
janata,5
vak?sha,5
kuvera,5
gariya,5
serula,5
nahato,5
maujiba,5
devagana,5
asadina,5
chauri,5
arutara,5
moniya,5
kyamula,5
vajuuddina,5
thakana,5
mo0gaphura,5
hakani,5
risala,5
chandrakamta,5
mo0akhtara,5
jasimudadina,5
moyanudina,5
namila,5
dinakatu,5
rabiullaha,5
sirvastava,5
maharo,5
gadhavala,5
ojhayya,5
tasiba,5
samarudadina,5
chishti,5
humaira,5
golavara,5
mo0yakuba,5
viktara,5
pamdit,5
asaghara,5
',5
ajalu,5
shaeka,5
durai,5
tamijaudadina,5
subana,5
mo0jamala,5
amino,5
samoda,5
sarpharaja,5
suryanatha,5
iliya,5
saharuna,5
ujajama,5
sirajaudadina,5
lajimauddina,5
alamauddina,5
bakhta,5
rajagrrihara,5
zaidi,5
mima,5
samasa,5
peti,5
vakarida,5
aujaira,5
sa.nva,5
ravindranatha,5
ajamudvina,5
aphatara,5
kamalakamta,5
momosima,5
moramu,5
bhutta,5
ozaira,5
hasamoddina,5
udima,5
gazi,5
mosakira,5
saphaka,5
simhasha,5
aujira,5
jamiroddina,5
bhiya,5
mena,5
ziya,5
saravavata,5
niroja,5
kadina,5
sarudina,5
valirama,5
bhok?ta,5
abdussatara,5
hu,5
phalahasana,5
chaudharina,5
mahatu,5
isaraela,5
kadadusa,5
hemvarama,5
kauresi,5
jafaruddina,5
mastapha,5
hasa.cda,5
misaraila,5
rasina,5
sva0,5
ismila,5
ka.cmara,5
tahkura,5
svaratha,5
dahalana,5
krima,5
sabarati,5
eksa,5
sahavula,5
mum.da,5
phajo,5
kulu,5
jojo,5
badarujjama.n,5
channa,5
anantalala,5
hulasu,5
navajudina,5
khatbe,5
phakhaddina,5
samajani,5
nuraudvina,5
haisana,5
afasana,5
kaloiya,5
ajamatulla,5
aphajula,5
meharaba,5
kazami,5
mahamti,5
gulala,5
taushipha,5
zapharula,5
kaliudina,5
harekrrishna,5
lahedi,5
shohaila,5
alifa,5
sambila,5
hiphajaudina,5
ujjamam,5
hamsana,5
jayashvala,5
parasasaha,5
shapharuddina,5
hanida,5
nadala,5
kukaru,5
moasaphaka,5
sidhdiki,5
kujjama,5
nijauddina,5
ramagopala,5
karaji,5
kiska,5
dajim,5
agaphura,5
jalalaudadina,5
musahida,5
tamtiya,5
chandramohana,5
sika,5
svankara,5
paramani,5
nu,5
sati,5
ahamata,5
laladina,5
hasivula,5
rijamana,5
masudi,5
juri,5
allauddhina,5
mamdira,5
khaॉ|,5
svava,5
soharai,5
mahammuda,5
shalila,5
baharu,5
sakhebula,5
sajirauddina,5
saphatullaha,5
bajaira,5
rauya,5
mukhi,5
alishana,5
shashida,5
rabiula,5
bhutiya,5
sannaullaha,5
shahebajana,5
kshivastava,5
khusadila,5
amiudina,5
anira,5
ramima,5
mo0halima,5
safika,5
jubbera,5
khushabudina,5
mo0shamima,5
barama,5
pamrriya,5
merajaudina,5
khuva,5
sahavajana,5
badiujjma,5
shiki,5
lakha,5
tajouddina,5
chutahara,5
rojamahamada,5
nusarata,5
vijemdra,5
kashifa,5
vajudadina,5
sahamana,5
tikamani,5
maksuda,5
mosamima,5
bhatha,5
fagu,5
disuza,5
kuduma,5
shoaiva,5
lakharaja,5
lodhana,5
meharujjama,5
nasarina,5
lajamodina,5
dvivedvi,5
navajula,5
mukhaya,5
samama,5
vishvakarama,5
uditanarayana,5
krrishchana,5
gaphula,5
naskara,5
mo0rasula,5
ainayatullaha,5
hake,5
rajakha,5
nurai,5
svai,5
zahagira,5
kamadeva,5
saraphauddhina,5
moislama,5
tajudvina,5
rau,5
mustaba,5
kaviraudina,5
mo0sajjada,5
sharphauddina,5
hasamudvina,5
lasakara,5
moinula,5
guladara,5
jakha.da,5
deniyala,5
rae,5
bimdeshvara,5
goinika,5
vindala,5
lakhamani,5
haso,5
sekhara,5
bakruddina,5
moshaphika,5
akupha,5
akhara,5
joharudadina,5
vikku,5
bahau,5
jigara,5
moasagara,5
jaga,5
shalu,5
samudara,5
zikarullaha,5
nirdhana,5
saiba,5
jalalaudvina,5
moyanuddina,5
abdusasamada,5
ahatada,5
piyare,5
sephullaha,5
ramatula,5
mokalima,5
arashida,5
rafiullaha,5
nyaja,5
esaraphila,5
iratija,5
daniyala,5
ronaka,5
sudvina,5
majudadina,5
ariya,5
isalaila,5
kalimaullaha,5
moashika,5
sale,5
emanulla,5
morijavana,5
khaiyama,5
kashimudina,5
jamadula,5
majirudina,5
dulai,5
phodara,5
tasabara,5
sohaiba,5
hamaraza,5
sarkudadina,5
piyadarshi,5
baharama,5
mophijaudina,5
moajima,5
masalu,5
bashima,5
vidhananda,5
bha.da,5
shafikula,5
bachche,5
saibula,5
buchi,5
zulafikara,5
muniya,5
raut,5
usupha,5
madahuma,5
pamcho,5
rubaida,5
jairama,5
priyama,5
rigari,5
budhani,5
shahamata,5
khushabuddina,5
chaudhare,5
phahimaudina,5
ta.nto,5
mahabuva,5
leheri,5
maganu,5
manatuna,5
gadai,5
jumaida,5
goha,5
harajana,5
shaurava,5
moshakura,5
auranjeba,5
rayata,5
sade,5
sabita,5
havivullaha,5
bodhanarayana,5
shamarula,5
asaraphaali,5
hrridayanamda,5
pasina,5
senuhara,5
phulamohamada,5
simsaha,5
prayada,5
khurrama,5
kalamodina,5
pandaiya,5
apharula,5
pasvaba,5
bijo,5
esamula,5
enayata,5
duba,5
hamabrama,5
muhasana,5
ghalathara,5
khativa,5
devaraya,5
sarajana,5
rahimodina,5
sentu,5
sherajula,5
ssaha,5
moabdula,5
nauseda,5
alatafa,5
rajjka,5
chedu,5
malima,5
harikesha,4
ramajanaali,4
koirala,4
baloriya,4
pondaya,4
chanani,4
namaji,4
jhagira,4
jahuruddina,4
javaida,4
jyaurrahamana,4
sabhana,4
kejadivala,4
mughada,4
gulaya,4
lalavihari,4
harita,4
grupta,4
kushbaha,4
kapharuddina,4
dorai,4
tajiba,4
olaita,4
sukalu,4
chutaha,4
tazamula,4
kitavuddina,4
bhagatu,4
harivamsha,4
hariaudha,4
moshambhu,4
samtullaha,4
uranu,4
dipachamda,4
ramaprrita,4
bansfora,4
bhojila,4
nasalima,4
mittu,4
virani,4
maju,4
naugaraiya,4
abdulha,4
chaudhaya,4
tirevala,4
rabbi,4
munzani,4
parekha,4
churisaja,4
bikku,4
tetali,4
miyajha,4
amani,4
matalipha,4
hasa.nda,4
ishalamudina,4
oseda,4
ekrama,4
ravbani,4
avulaisha,4
rajeshakumara,4
sayeka,4
bujarukha,4
jariba,4
vedi,4
phakhudina,4
lalaha,4
tradashi,4
jainusa,4
jalipha,4
savu,4
habina,4
temana,4
istikhara,4
karayadara,4
nagira,4
bhagat,4
satyartha,4
patanayaka,4
gulamuddina,4
daॉli,4
sumara,4
vanika,4
sao,4
ba.nka,4
bhochana,4
sabibula,4
phasada,4
pharajanda,4
nafija,4
psada,4
vipatu,4
pa.ndaye,4
teliya,4
arayuva,4
asamatulla,4
baratanala,4
shahamsha,4
kharadi,4
tosifa,4
hasiburrahmana,4
mumtzira,4
panali,4
hamajali,4
tamajula,4
umrava,4
tahasana,4
naimaddina,4
rajendraprasada,4
eka,4
shamabhu,4
lokamam,4
mahafuza,4
hura,4
basakha,4
adika,4
tahamula,4
idadu,4
sadbuda,4
bhamja,4
ga.nda,4
ubhara,4
khovala,4
shaviva,4
phunni,4
jamaॉ,4
chaushari,4
tuli,4
jholiya,4
thandara,4
mamsakara,4
lutaya,4
ammo,4
bashphora,4
sakeruna,4
shrovastava,4
kumaradasa,4
gendu,4
avira,4
pachakori,4
samarudvina,4
izaza,4
mohaidara,4
munaima,4
maruddina,4
bhadeshiya,4
sahabajada,4
mushtupha,4
bananu,4
meharoja,4
haraphodina,4
momiya.n,4
lodha,4
susalima,4
kanakalata,4
palavi,4
bahadara,4
habibuddina,4
moshtakima,4
raphikue,4
rayau,4
tiriyara,4
kanda,4
mosattara,4
redi,4
isararulahaka,4
bagala,4
monika,4
khakasara,4
shamashujjama,4
mirasada,4
habiburrahmana,4
sebula,4
hakimaudadina,4
golacha,4
keshri,4
misa,4
khekha,4
sagirula,4
moskima,4
jakhara,4
basedara,4
salamo,4
kemudina,4
saruna,4
gayasuuddina,4
sajjata,4
vatiya,4
dibedvi,4
riyajaudadina,4
pasvanba,4
jamsaida,4
ramapuriya,4
choradiya,4
pashva,4
yadata,4
abarula,4
simdhu,4
maphi,4
shmada,4
nuruzzama,4
sudhara,4
chorashiya,4
navetiya,4
mehariya,4
jaladhara,4
uchitalala,4
mayamdiya,4
bhaduri,4
jiloka,4
dhadhamniya.n,4
vegani,4
pa.n.de,4
lesa,4
basakora,4
aima,4
mosamasula,4
yusapha,4
mohamodina,4
baina,4
halamodina,4
kamaroddina,4
amvastha,4
enuuddina,4
mohashima,4
hananana,4
thaganu,4
monathuni,4
rasaya,4
vaya,4
kumamra,4
shivanadamna,4
misaru,4
saimuna,4
soyala,4
maujhara,4
rajavashiam,4
ramajasha,4
asibula,4
nasiruudina,4
ajimulla,4
boghara,4
phani,4
khayama,4
samasuna,4
olahira,4
ga.dhavala,4
abedullaha,4
pasan,4
salui,4
deji,4
thava,4
loha,4
sindhi,4
mosarapharaja,4
brritiya,4
khasvara,4
uppadhyaya,4
alakha,4
khushabu,4
goli,4
nebua,4
bavu,4
moshamasuddina,4
faizi,4
keyala,4
udayapuriya,4
janasara,4
ketu,4
aja,4
uhina,4
haisena,4
tajmuddina,4
phina,4
buchuna,4
tasiro,4
hemabrarama,4
kamaruudadina,4
dharkha,4
sanauvvara,4
sipharata,4
bahudadina,4
chigunayata,4
roda,4
ibaraja,4
sharma',4
anamtalala,4
musi,4
pakira,4
datto,4
edrrisha,4
toviyasa,4
hasiburrarahamana,4
momohasina,4
tiki,4
phulaya,4
khantara,4
joharadina,4
gadavala,4
rajamula,4
shavata,4
sinda,4
saiyayada,4
marhashi,4
sabuudina,4
ganipha,4
rachiata,4
abullaisa,4
khopadi,4
enamullaha,4
kura,4
kerobina,4
valala,4
sibgatullaha,4
junaira,4
shenula,4
nikahila,4
aramanullaha,4
bulana,4
talimudadina,4
luddina,4
samiruudina,4
kamkira,4
jaggo,4
masila,4
shahabuba,4
taphirauddina,4
navisha,4
ayana,4
fatakana,4
nainudina,4
